"age","sex","sex_orient","sex_orient_4_TEXT","gender","gender_3_TEXT","race","poly_identity","rel_status","num_partners","num_partners_3_TEXT","jealousy_proneness_1","jealousy_intensity_1","idealAmbitionBlue","idealAttractBlue","idealIntelBlue","idealSexyBlue","idealKindBlue","idealStatusBlue","idealWealthBlue","idealAmbitionOrange","idealAttractOrange","idealIntelOrange","idealSexyOrange","idealKindOrange","idealStatusOrange","idealWealthOrange","attncheck9","orange_gender","orange_gender._3_TEXT","blue_gender","blue_gender_3_TEXT","self_ambition1","self_ambition2","attn_check8","self_intel1","self_intel2","self_kind1","self_kind2","self_attract1","self_attract2","self_finance1","self_finance2","self_sexy1","self_sexy2","self_status1","self_status2","entered_poly","openness_poly","fin_invest","time_invest","emot_close","roles_blue","roles_orange","monog_attn","poly_attn","actual_a_ambition1","actual_a_ambition2","attn_check10","actual_a_intel1","actual_a_intel2","actual_a_kind1","actual_a_kind2","actual_a_attract1","actual_a_attract2","actual_a_finance1","actual_a_finance2","actual_a_sexy1","actual_a_sexy2","actual_a_status1","actual_a_status2","actual_a_age","actual_a_gender","actual_a_gender._4_TEXT","actual_b_ambition1","actual_b_ambition2","actual_b_intel1","actual_b_intel2","actual_b_kind1","actual_b_kind2","actual_b_attract1","actual_b_attract2","actual_b_finance1","actual_b_finance2","actual_b_sexy1","actual_b_sexy2","actual_b_status1","actual_b_status2","actual_b_age","actual_b_gender","actual_b_gender._4_TEXT","actual_ambition1","actual_ambition2","actual_intel1","actual_intel2","actual_kind1","actual_kind2","actual_attract1","actual_attract2","actual_finance1","actual_finance2","actual_sexy1","actual_sexy2","actual_status1","attn_check10.1","actual_status2","actual_partner_age","actual_gender","actual_gender_4_TEXT","textQuality","monog_attn_dup","poly_attn_dup","PIN","raceText","self_ambition","self_intel","self_kind","self_attract","self_finance","self_sexy","self_status","actual_a_ambition","actual_a_intel","actual_a_kind","actual_a_attract","actual_a_finance","actual_a_sexy","actual_a_status","actual_b_ambition","actual_b_intel","actual_b_kind","actual_b_attract","actual_b_finance","actual_b_sexy","actual_b_status","actual_ambition","actual_intel","actual_kind","actual_attract","actual_finance","actual_sexy","actual_status","group"
33,"0","1","","0","","6","0","4",1,"",2,3,1,4,2,8,8,2,1,5,8,7,5,7,4,8,9,"1","","1","",7,6,8,8,8,7,6,6,6,8,8,6,5,6,6,2,2,7,6,4,"1,4,10","1,2,3,5,6,9,10","Because they can feel like they can have a different type of fulfillment from multiple people. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,8,8,7,6,7,8,8,5,9,7,6,7,10,6,30,"2","",0,FALSE,NA,"98","White",6.5,8,6.5,6,8,5.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,7.5,6.5,8,7,6.5,6.5,"partnered_monog"
50,"0","1","","0","","6","0","5",1,"",2,2,10,10,2,10,3,1,0,4,1,4,1,4,10,10,9,"1","","1","",8,7,8,6,8,8,8,5,4,2,7,4,1,8,8,1,NA,6,6,2,"1,4,10","3,5,6,9",NA,"Insecurity. I liked the attention and wanted to be desired. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1,5,3,3,1,4,3,0,2,3,8,3,10,1,37,"2","",0,NA,FALSE,"44","White",7.5,7,8,4.5,4.5,2.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,3.5,1,5.5,2,"partnered_monog"
43,"1","1","","1","","6","0","2",1,"",1,1,1,8,8,7,6,1,2,5,9,9,5,5,2,2,9,"0","","0","",9,7,8,9,9,7,10,9,6,9,9,6,6,8,8,2,4,5,5,4,"1,2,4,5,6","1,2,4,5,6","For sexual pleasure and emotional neediness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,6,6,6,3,4,8,8,5,3,7,5,5,10,5,39,"1","",0,FALSE,NA,"138","White",8,9,8.5,7.5,9,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3.5,8,4,6,5,"partnered_monog"
23,"0","3","","0","","2,3","0","1",NA,"",NA,NA,5,8,7,0,3,8,7,5,6,6,0,10,5,0,9,"0","","1","",3,3,8,8,8,7,6,5,7,5,5,5,0,5,4,2,2,4,4,3,"3,4,5,9,10","2,4,10","Feelings for more than one person, finding it more comfortable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"162","Multi-racial",3,8,6.5,6,5,2.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
28,"1","3","","0","","3,5","0","1",NA,"",NA,NA,5,5,7,5,7,5,5,5,5,7,5,7,2,0,9,"0","","1","",5,3,8,6,6,5,9,5,5,1,0,5,5,5,5,2,1,4,4,3,"1,2,4,9","1,2,4,9","Because they have the capability to be vulnerable with more than one person.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"51","Multi-racial",4,6,7,5,0.5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
42,"0","1","","0","","6","0","1",NA,"",NA,NA,1,1,2,1,4,4,3,8,7,8,7,8,7,9,9,"1","","1","",4,5,8,9,9,5,8,8,8,4,4,5,4,7,7,2,2,6,6,4,"1,6","2,3,10","For double the attention and more variety in their sexual life.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"10","White",4.5,9,6.5,8,4,4.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
54,"0","2","","0","","6","0","1",NA,"",NA,NA,5,4,5,5,6,6,5,5,4,5,5,6,5,4,9,"0","","0","",5,5,8,5,6,6,7,2,3,3,3,5,5,4,4,2,1,4,4,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10","i can not say for sure.  It is something outside of the realm of my experience.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"146","White",5,5.5,6.5,2.5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
53,"1","1","","1","","5","0","2",1,"",1,4,5,7,3,8,5,4,8,4,6,7,4,3,2,4,9,"1","","0","",7,7,8,9,8,7,8,5,5,8,7,10,10,7,3,1,NA,5,3,2,"1,2","5",NA,"It sounded fun and exciting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",8,9,6,6,9,9,8,7,8,5,2,0,5,10,5,58,"1","",0,NA,FALSE,"93","Native American or American Indian",7,8.5,7.5,5,7.5,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,6,9,7.5,6.5,1,5,"partnered_monog"
56,"0","1","","0","","6","0","2",1,"",1,1,0,2,9,3,9,4,4,5,4,9,4,9,4,4,9,"1","","1","",8,8,8,9,9,9,7,7,2,9,8,6,5,5,5,2,3,4,4,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10","Give life a sense of purpose by trying a social experiment, I guess? Strong sex drive and strong attraction to two people? I never really felt the desire, so it's hard to say",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,8,9,10,6,6,8,6,9,7,7,5,6,10,6,55,"2","",0,FALSE,NA,"149","White",8,9,8,4.5,8.5,5.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9.5,6,7,8,6,6,"partnered_monog"
26,"0","3","","0","","6","0","4",1,"",2,4,3,5,5,4,7,3,5,5,4,7,4,8,5,5,9,"1","","0","",5,6,8,6,7,6,5,4,3,4,6,5,3,5,5,2,4,4,4,3,"1,2,3,4,5,9,10","3,4,5,9,10","So they wouldn’t depend on one person to meet all their needs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,5,5,6,8,4,6,6,6,4,5,6,10,5,29,"2","",0,FALSE,NA,"16","White",5.5,6.5,5.5,3.5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7,5,6,4.5,5.5,"partnered_monog"
22,"1","1","","1","","2","0","1",NA,"",NA,NA,0,9,10,6,10,0,0,0,10,10,4,10,0,1,9,"0","","0","",8,9,8,7,7,6,7,7,5,4,4,5,7,5,5,2,4,4,4,3,"1,2,4,6,10","1,2,4,6,10","I think someone would enter this type of relationship due to them being open minded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"136","Black or African American",8.5,7,6.5,6,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
69,"1","1","","1","","6","0","2",1,"",3,1,5,5,6,6,6,4,6,6,6,6,6,6,2,0,9,"0","","0","",5,6,8,6,6,6,6,6,6,5,6,7,5,7,5,2,1,4,NA,3,"1,2,3,4,5,9,10","1,2,3,4,5,9,10","don't know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,6,8,7,7,7,7,6,6,5,7,6,7,10,7,68,"1","",0,FALSE,NA,"170","White",5.5,6,6,6,5.5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,7.5,7,6.5,5.5,6.5,7,"partnered_monog"
74,"0","1","","0","","6","0","2",1,"",2,4,3,4,6,6,6,3,5,5,5,6,6,5,4,6,9,"1","","1","",4,3,8,7,6,6,6,7,6,5,5,7,6,5,5,2,1,3,3,2,"1,2,4,9,10","1,3,4,5,9","The only reason I could think would be financial. Pretty much all of the other qualities would be important - someone to have fun with, that provides emotional support, is pretty good in bed, generous & fairly intelligent. I wouldn't enter into a relationship with anyone who was lacking in those qualities, but if I found someone who had them all, but I needed financial help, then I'd enter into a polyamorous relationship for financial assistance & problem solving, since most problems would be of a financial nature. I don't see me ever doing that, mainly because of time. I put a lot of value on my friendships with women & I also like some alone time. One man is enough for me.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,6,6,7,5,5,4,5,4,7,4,5,10,5,63,"2","",0,FALSE,NA,"104","White",3.5,6.5,6,6.5,5,6.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,4.5,4.5,5.5,5,"partnered_monog"
64,"1","1","","1","","6","0","2",1,"",1,3,1,0,7,7,6,5,5,4,7,7,7,5,4,5,9,"0","","0","",6,7,8,6,6,3,7,4,7,1,1,5,6,4,4,2,4,4,4,3,"1,2,3,4,5,9,10","1,2,3,4,5,9,10","To fulfill a need that they can't give/receive other partner. For variety. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",8,8,8,9,6,7,8,8,1,1,7,6,8,10,6,63,"1","",0,FALSE,NA,"212","White",6.5,6,5,5.5,1,5.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8.5,6.5,8,1,6.5,7,"partnered_monog"
29,"1","1","","1","","6","0","2",1,"",3,2,2,7,5,5,5,4,5,6,6,6,5,6,5,3,9,"0","","0","",6,5,8,7,6,7,7,4,6,7,5,4,5,4,5,2,1,6,5,4,"1,4,6","1,2,4","They decide one person doesnt completely meet their needs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,4,6,7,5,4,6,5,9,5,5,4,6,10,6,29,"1","",0,FALSE,NA,"152","White",5.5,6.5,7,5,6,4.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,6.5,4.5,5.5,7,4.5,6,"partnered_monog"
58,"0","1","","0","","6","0","2",3,"10",2,4,3,3,6,10,4,4,2,6,3,6,8,5,7,3,9,"0","","1","",7,7,8,7,7,7,8,9,5,7,8,8,9,8,8,NA,NA,4,5,4,"1,10","2,4,10",NA,"I like a lot of sex and the variety ",9,8,11,9,9,9,9,9,6,6,9,5,5,9,9,59,"2","",8,8,8,8,8,7,8,9,5,7,9,9,9,8,38,"2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,NA,FALSE,"228","White",7,7,7.5,7,7.5,8.5,8,8.5,9,9,7.5,7.5,5,9,8,8,7.5,8.5,6,9,8.5,NA,NA,NA,NA,NA,NA,NA,"partnered_monog"
51,"0","1","","0","","6","0","5",1,"",6,7,5,5,7,5,6,3,5,5,5,7,5,5,3,4,9,"1","","1","",5,5,8,5,7,5,10,2,1,2,7,5,5,5,2,2,1,4,4,3,"1,2,4","1,2,4","because something is missing in the other realtionship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,5,7,7,8,7,5,5,5,5,5,0,5,10,5,53,"2","",0,FALSE,NA,"154","White",5,6,7.5,1.5,4.5,5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,7,7.5,5,5,2.5,5,"partnered_monog"
33,"1","1","","1","","3","0","2",1,"",2,5,4,10,2,10,4,1,1,3,10,3,10,8,1,3,9,"0","","0","",7,9,8,9,9,6,5,5,4,8,8,5,5,9,6,2,3,4,5,4,"1,5,10","1,3,4","Because they like to be swingers and that’s one of the couple fantasies ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,7,6,5,6,7,8,6,5,5,6,5,8,10,6,29,"1","",0,FALSE,NA,"89","Hispanic or Latino",8,9,5.5,4.5,8,5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.5,6.5,7,5,5.5,7,"partnered_monog"
28,"1","1","","1","","6","0","2",1,"",3,2,2,10,3,6,6,6,4,4,5,5,4,5,5,5,9,"0","","0","",7,6,8,8,8,6,7,4,5,8,9,5,6,6,6,2,1,3,3,4,"1,10","2,4","TO have more options",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",4,6,7,8,6,6,7,6,7,8,4,3,7,10,7,27,"1","",0,FALSE,NA,"25","White",6.5,8,6.5,4.5,8.5,5.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.5,6,6.5,7.5,3.5,7,"partnered_monog"
39,"1","1","","1","","6","0","2",1,"",2,5,5,6,6,6,5,4,6,2,7,4,7,4,5,3,9,"0","","0","",6,5,8,7,7,6,8,6,5,7,6,5,6,7,6,2,2,5,4,2,"1,2,3,4,5,6,9,10","1,2,4,10","Looking for more in life or not completely satisfied with current partner.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,6,6,6,8,7,5,5,6,5,5,5,7,10,6,36,"1","",0,FALSE,NA,"9","White",5.5,7,7,5.5,6.5,5.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,6,7.5,5,5.5,5,6.5,"partnered_monog"
50,"1","1","","1","","6","0","2",1,"",1,1,6,5,6,3,6,4,8,1,8,5,8,5,3,2,9,"0","","0","",5,5,8,6,6,5,5,6,6,7,5,6,6,5,5,2,4,2,2,1,"1,2,3,4,5,6,9,10","1,4,10","To achieve maximum satisfaction.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",4,4,5,5,8,8,6,7,5,5,5,5,5,10,5,50,"1","",0,FALSE,NA,"11","White",5,6,5,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,8,6.5,5,5,5,"partnered_monog"
25,"0","4","Asexual","0","","6","0","1",NA,"",NA,NA,2,8,2,1,7,3,4,10,3,10,1,7,4,8,9,"0","","2","",1,3,8,7,6,5,6,3,4,6,5,0,0,5,5,2,5,3,4,3,"2,4,10","3,4,5","Because that is the relationship structure that works best for them.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"157","White",2,6.5,5.5,3.5,5.5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
43,"0","1","","0","","6","0","1",NA,"",NA,NA,5,4,6,6,10,1,3,5,4,6,6,10,1,3,9,"1","","1","",6,8,8,8,8,7,6,5,5,9,7,5,3,5,5,2,1,4,4,3,"4","4,10","They are unable to have a healthy monogamous relationship, are often a survivor of sexual abuse, they often suffer from depression, anxiety. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"103","White",7,8,6.5,5,8,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
83,"0","1","","0","","6","0","1",NA,"",NA,NA,9,9,9,9,8,10,10,1,1,1,1,1,1,0,9,"1","","1","",9,8,8,9,8,9,9,9,6,9,1,9,4,9,9,2,1,2,1,1,"1,2,3,4,5,6,9,10","1","Purely for a thrill of the action",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"169","White",8.5,8.5,9,7.5,5,6.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
29,"1","1","","1","","6","0","2",1,"",1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,"0","","0","",8,7,8,6,5,6,7,5,5,5,6,5,7,6,5,2,1,4,4,3,"4","1","To get what they want out of life",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,5,7,6,9,9,8,7,5,5,7,7,7,10,7,27,"1","",0,FALSE,NA,"31","White",7.5,5.5,6.5,5,5.5,6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6.5,9,7.5,5,7,7,"partnered_monog"
42,"1","1","","1","","6","0","2",1,"",4,6,5,5,5,6,5,4,5,5,5,5,6,5,4,5,9,"0","","0","",5,3,8,5,5,3,4,4,4,8,6,5,5,5,5,2,1,4,3,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,10","They feel like they could love 2 people that way.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,5,7,9,7,6,7,5,5,7,7,7,9,10,7,41,"1","",0,FALSE,NA,"64","White",4,5,3.5,4,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,6.5,6,6,7,8,"partnered_monog"
32,"1","1","","1","","6","0","1",NA,"",NA,NA,6,8,8,5,8,2,7,5,9,9,2,1,0,0,9,"0","","0","",4,3,8,10,10,4,6,1,0,3,5,5,4,5,5,2,2,2,4,2,"1","4,10","Because they like multiple people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"60","White",3.5,10,5,0.5,4,4.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
48,"0","3","","0","","3","0","2",1,"",5,4,6,3,5,8,3,4,4,6,4,5,3,8,4,7,9,"1","","1","",6,7,8,10,9,7,9,9,9,8,8,10,8,7,8,2,1,3,5,4,"1,2,3","1,3,9","i think it is mostly for financial gains or for sexual satisfaction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",9,9,9,10,9,10,10,9,9,9,9,10,9,10,9,49,"2","",0,FALSE,NA,"114","Hispanic or Latino",6.5,9.5,8,9,8,9,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9.5,9.5,9.5,9,9.5,9,"partnered_monog"
33,"0","1","","0","","6","0","5",1,"",3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,"1","","1","",5,6,8,6,6,8,8,5,4,5,5,6,5,7,6,2,1,4,4,3,"1","1","Maybe they don’t feel completely loved from only one person ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,5,5,7,5,6,9,4,5,9,9,7,10,7,27,"2","",0,FALSE,NA,"107","White",5.5,6,8,4.5,5,5.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,7.5,4.5,9,7,"partnered_monog"
25,"1","1","","1","","6","0","1",NA,"",NA,NA,10,6,10,1,3,2,10,2,3,8,2,2,1,10,9,"0","","0","",5,5,8,5,4,4,6,6,5,5,6,6,6,8,2,2,1,1,3,4,"3","4","Multiple perspectives and reliabilities that come at the trade off at working together to make a good union",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"171","White",5,4.5,5,5.5,5.5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
41,"1","1","","1","","6","0","1",NA,"",NA,NA,4,6,6,6,6,1,3,2,6,6,6,6,6,6,9,"0","","0","",4,4,8,7,6,4,5,7,4,3,6,6,7,6,5,2,4,3,6,4,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10","They are insatiable and want more sex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"66","White",4,6.5,4.5,5.5,4.5,6.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
54,"1","1","","1","","6","0","2",1,"",1,5,4,7,7,7,7,4,3,4,5,6,5,5,3,3,9,"0","","0","",5,4,8,8,8,5,8,5,6,8,7,5,5,7,7,2,4,4,4,3,"1,4,10","1,2,4,6","I imagine it would be because one partner could not meet all of one's needs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",3,4,7,8,6,5,6,3,8,8,5,6,8,10,8,50,"1","",0,FALSE,NA,"45","White",4.5,8,6.5,5.5,7.5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,7.5,5.5,4.5,8,5.5,8,"partnered_monog"
