StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,age,sex,sex_orient,sex_orient_4_TEXT,gender,gender_3_TEXT,race,poly_identity,rel_status,num_partners,num_partners_3_TEXT,jealousy_proneness_1,jealousy_intensity_1,bud_allo_1,bud_allo_2,bud_allo_3,bud_allo_4,bud_allo_5,bud_allo_6,bud_allo_7,bud_allo_8,bud_allo_9,bud_allo_10,bud_allo_11,bud_allo_12,bud_allo_13,bud_allo_14,attncheck9,orange_gender ,orange_gender _3_TEXT,blue_gender,blue_gender_3_TEXT,self_ambition1,self_ambition2 ,attn_check8,self_intel1,self_intel2,self_kind1 ,self_kind2 ,self_attract1,self_attract2 ,self_finance1 ,self_finance2,self_sexy1 ,self_sexy2,self_status1 ,self_status2 ,entered_poly,openness_poly,fin_invest,time_invest,emot_close,roles_blue ,roles_orange,monog_attn,poly_attn,actual_a_ambition1,actual_a_ambition2,attn_check10,actual_a_intel1,actual_a_intel2,actual_a_kind1,actual_a_kind2,actual_a_attract1,actual_a_attract2,actual_a_finance1,actual_a_finance2,actual_a_sexy1,actual_a_sexy2,actual_a_status1,actual_a_status2,actual_a_age,actual_a_gender ,actual_a_gender _4_TEXT,actual_b_ambition1,actual_b_ambition2 ,actual_b_intel1,actual_b_intel2 ,actual_b_kind1 ,actual_b_kind2 ,actual_b_attract1,actual_b_attract2,actual_b_finance1,actual_b_finance2 ,actual_b_sexy1 ,actual_b_sexy2 ,actual_b_status1 ,actual_b_status2 ,actual_b_age ,actual_b_gender ,actual_b_gender _4_TEXT,actual_ambition1,actual_ambition2 ,actual_intel1,actual_intel2 ,actual_kind1,actual_kind2,actual_attract1,actual_attract2,actual_finance1,actual_finance2,actual_sexy1,actual_sexy2,actual_status1,attn_check10,actual_status2 ,actual_partner_age ,actual_gender,actual_gender_4_TEXT,textQuality
3/11/23 7:21,3/11/23 7:27,0,100,359,1,3/11/23 7:27,R_2qlQRkto3OPEADA,,,,,anonymous,EN,43,0,1,,0,,6,0,1,,,,,5,4,6,6,10,1,3,5,4,6,6,10,1,3,9,1,,1,,7,9,8,9,9,8,7,6,6,10,8,6,4,6,6,2,1,4,4,3,4,"4,10","They are unable to have a healthy monogamous relationship, are often a survivor of sexual abuse, they often suffer from depression, anxiety. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:04,3/11/23 7:27,0,100,1356,1,3/11/23 7:27,R_3MoIbcBFCOSvikB,,,,,anonymous,EN,83,0,1,,0,,6,0,1,,,,,9,9,9,9,8,10,10,1,1,1,1,1,1,0,9,1,,1,,10,9,8,10,9,10,10,10,7,10,2,10,5,10,10,2,1,2,1,1,"1,2,3,4,5,6,9,10",1,Purely for a thrill of the action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:12,3/11/23 7:28,0,100,914,1,3/11/23 7:28,R_1IzxY83VxB20Qtl,,,,,anonymous,EN,29,1,1,,1,,6,0,2,1,,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,0,,0,,9,8,8,7,6,7,8,6,6,6,7,6,8,7,6,2,1,4,4,3,4,1,To get what they want out of life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,8,7,10,10,9,8,6,6,8,8,8,10,8,27,1,,0
3/11/23 7:20,3/11/23 7:28,0,100,434,1,3/11/23 7:28,R_3gMGP36FIJZ0vW3,,,,,anonymous,EN,51,0,1,,0,,"5,6",0,2,1,,2,2,7,6,7,1,9,2,9,9,4,9,0,2,2,3,1,1,,1,,8,8,8,7,7,7,7,7,5,7,6,6,2,8,7,2,1,4,4,3,3,10,unfullfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,10,9,6,10,10,11,11,8,10,9,10,9,51,2,,0
3/11/23 7:20,3/11/23 7:28,0,100,443,1,3/11/23 7:28,R_vf9SpDqmIF5yZqx,,,,,anonymous,EN,47,0,1,,0,,6,0,1,,,,,9,9,4,4,4,4,4,0,10,10,3,3,3,3,1,1,,1,,6,6,8,6,6,5,6,3,3,6,6,6,3,6,6,2,2,4,4,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10",Because they are selfish and want what they want,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:14,3/11/23 7:28,0,100,856,1,3/11/23 7:28,R_2WNdOkLPUz6zvek,,,,,anonymous,EN,42,1,1,,1,,6,0,2,1,,4,6,5,5,5,6,5,4,5,5,5,5,6,5,4,5,9,0,,0,,6,4,8,6,6,4,5,5,5,9,7,6,6,6,6,2,1,4,3,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,10",They feel like they could love 2 people that way.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,8,10,8,7,8,6,6,8,8,8,10,10,8,41,1,,0
3/11/23 7:22,3/11/23 7:28,0,100,385,1,3/11/23 7:28,R_1LuKRwJvKoHNNq3,,,,,anonymous,EN,32,1,1,,1,,6,0,1,,,,,6,8,8,5,8,2,7,5,9,9,2,1,0,0,9,0,,0,,5,4,8,11,11,5,7,2,1,4,6,6,5,6,6,2,2,2,4,2,1,"4,10",Because they like multiple people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:18,3/11/23 7:29,0,100,651,1,3/11/23 7:29,R_0TYTomwEiadWP1T,,,,,anonymous,EN,48,0,3,,0,,3,0,2,1,,5,4,6,3,5,8,3,4,4,6,4,5,3,8,4,7,9,1,,1,,7,8,8,11,10,8,10,10,10,9,9,11,9,8,9,2,1,3,5,4,"1,2,3","1,3,9",i think it is mostly for financial gains or for sexual satisfaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,11,10,11,11,10,10,10,10,11,10,10,10,49,2,,0
3/11/23 7:22,3/11/23 7:29,0,100,421,1,3/11/23 7:29,R_2yjskityrsauSEL,,,,,anonymous,EN,33,0,1,,0,,6,0,5,1,,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,1,,1,,6,7,8,7,7,9,9,6,5,6,6,7,6,8,7,2,1,4,4,3,1,1,Maybe they don’t feel completely loved from only one person ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,8,6,7,10,5,6,10,10,8,10,8,27,2,,0
3/11/23 7:22,3/11/23 7:29,0,100,406,1,3/11/23 7:29,R_32WqDwK0lPW9mJE,,,,,anonymous,EN,25,1,1,,1,,6,0,1,,,,,10,6,10,1,3,2,10,2,3,8,2,2,1,10,9,0,,0,,6,6,8,6,5,5,7,7,6,6,7,7,7,9,3,2,1,1,3,4,3,4,Multiple perspectives and reliabilities that come at the trade off at working together to make a good union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:23,3/11/23 7:29,0,100,371,1,3/11/23 7:29,R_W39ZoU6X0U2nXb3,,,,,anonymous,EN,41,1,1,,1,,6,0,1,,,,,4,6,6,6,6,1,3,2,6,6,6,6,6,6,9,0,,0,,5,5,8,8,7,5,6,8,5,4,7,7,8,7,6,2,4,3,6,4,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10",They are insatiable and want more sex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:21,3/11/23 7:30,0,100,514,1,3/11/23 7:30,R_2bNq9DwkJa5snHe,,,,,anonymous,EN,54,1,1,,1,,6,0,2,1,,1,5,4,7,7,7,7,4,3,4,5,6,5,5,3,3,9,0,,0,,6,5,8,9,9,6,9,6,7,9,8,6,6,8,8,2,4,4,4,3,"1,4,10","1,2,4,6",I imagine it would be because one partner could not meet all of one's needs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,8,9,7,6,7,4,9,9,6,7,9,10,9,50,1,,0
3/11/23 7:22,3/11/23 7:30,0,100,472,1,3/11/23 7:30,R_3maAzeCha5Da83z,,,,,anonymous,EN,23,1,1,,1,,1,0,5,1,,3,2,4,5,4,9,3,4,4,5,5,5,10,5,4,3,9,0,,0,,7,7,8,7,7,5,6,6,7,8,7,6,9,7,6,2,1,4,4,4,"1,10","1,10",To balance out needs and wants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,7,8,9,7,7,6,7,6,6,7,10,6,21,1,,0
3/11/23 7:21,3/11/23 7:30,0,100,559,1,3/11/23 7:30,R_3J3hZtWTmcU0uLM,,,,,anonymous,EN,26,0,1,,0,,6,0,1,,,,,3,5,5,5,6,4,4,5,6,5,7,8,3,4,9,1,,1,,7,6,8,7,7,8,10,6,7,2,2,6,8,5,5,2,2,4,5,3,"1,2,4,10","1,2,3,4,10",I think some people do not enjoy monogamous relationships and enjoy having multiple partners that fulfill different needs in their lives as well as just providing different social and emotional support.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:25,3/11/23 7:30,0,100,335,1,3/11/23 7:30,R_3kb9ZYb2xGASvhX,,,,,anonymous,EN,42,0,1,,0,,2,0,1,,,,,2,3,5,3,6,2,8,5,4,8,6,10,2,6,1,1,,1,,10,1,4,10,9,11,11,8,7,9,9,8,6,1,6,2,1,4,4,3,10,10,Don't want a commitment; just want fun and sex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:23,3/11/23 7:32,0,100,565,1,3/11/23 7:32,R_2qpGqe4Hdq3MwEl,,,,,anonymous,EN,39,0,1,,0,,6,0,5,1,,5,5,5,0,10,8,9,2,3,1,0,10,8,9,2,3,9,1,,1,,6,5,8,8,8,6,9,6,6,1,1,7,8,6,5,1,,3,3,2,"1,2,3,4,5,9,10","1,2,3,4,5,9,10",,I was curious about it and felt like I could learn a lot from being in a poly relationship. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,10,10,11,11,11,9,10,10,11,7,7,10,6,44,2,,0
3/11/23 7:18,3/11/23 7:32,0,100,844,1,3/11/23 7:32,R_1Fm6A436R5bNXT4,,,,,anonymous,EN,38,1,1,,1,,3,0,1,,,,,7,6,6,6,8,2,6,6,6,3,4,6,2,2,9,0,,0,,5,5,8,7,8,11,11,5,2,1,1,7,10,6,5,2,3,4,4,3,"1,2,4","1,4",have more choices in who to have a sexual relationship with. you're not trap with just one person.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:19,3/11/23 7:33,0,100,880,1,3/11/23 7:33,R_308EynUQYIqr02R,,,,,anonymous,EN,52,0,1,,0,,6,0,2,1,,2,2,5,5,5,8,10,1,1,5,5,5,8,10,1,1,9,1,,1,,6,6,8,5,5,6,6,6,4,4,5,6,5,5,5,2,1,4,4,3,"1,2,4,5,9,10","1,2,4,5,9,10",for the fun and excitement ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,6,5,4,6,6,4,3,6,10,4,10,5,60,2,,0
3/11/23 7:24,3/11/23 7:33,0,100,536,1,3/11/23 7:33,R_3PujzmxkdlNon6x,,,,,anonymous,EN,37,1,2,,1,,6,0,5,1,,4,5,3,8,5,8,5,5,2,6,6,7,4,6,1,4,9,1,,1,,8,8,8,9,9,7,9,8,6,7,7,6,5,10,9,2,1,5,5,4,"1,10","3,5,9","I know someone who is, although I don't know them all that well.  I don't really understand polyamorous relationships all that much but I would think that someone would enter one because they want to be with someone dearly but that person might not satisfy all of their needs/desires.  To me, it seems sort of selfish and I've not seen people in polyamorous relationships really last very long at all.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,8,8,9,7,8,8,10,9,10,9,8,10,8,32,2,,0
3/11/23 7:26,3/11/23 7:33,0,100,416,1,3/11/23 7:33,R_20M7S6BwcIQ3yuG,,,,,anonymous,EN,28,1,1,,1,,6,1,5,1,,4,6,8,4,7,4,5,2,6,6,5,6,5,6,2,4,9,0,,1,,10,9,8,7,5,5,4,6,6,6,7,6,6,6,6,1,,3,4,4,"3,5","2,4,6,9",,To have someone to look out for and grow a bond together that lasts a lifetime. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,9,8,7,6,5,6,6,6,7,10,5,24,1,,0
3/11/23 7:19,3/11/23 7:33,0,100,864,1,3/11/23 7:33,R_23ek6fpOEDLCGfX,,,,,anonymous,EN,46,1,1,,1,,6,0,2,1,,2,3,4,7,7,8,6,3,8,1,7,2,8,6,2,1,9,0,,0,,6,6,8,7,8,5,8,6,6,8,8,6,7,6,6,2,2,5,3,2,"3,5,6,9","1,10",I think they just like having sex with multiple partners and they do this in order to be honest with their spouse. Or if one partner whom they really love but don't fulfill certain needs that a person has they seek it out in another person.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,6,7,5,5,5,5,8,8,7,7,6,10,4,45,1,,0
3/11/23 7:28,3/11/23 7:34,0,100,351,1,3/11/23 7:34,R_26fnEg1d013dLWi,,,,,anonymous,EN,40,1,1,,1,,6,0,2,1,,4,6,5,5,5,10,6,2,2,5,5,5,10,6,2,2,9,0,,0,,9,9,8,9,9,6,7,8,8,5,9,10,10,6,6,2,2,4,4,3,"1,2,3,4,6,10","1,2,3,4,6,10",perhaps they do not feel the need to be stuck with one person? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,5,8,8,10,8,5,8,3,1,6,10,6,39,1,,0
3/11/23 7:27,3/11/23 7:34,0,100,398,1,3/11/23 7:34,R_2tn9WxDjzJkp8FS,,,,,anonymous,EN,33,1,1,,1,,6,0,1,,,,,6,9,8,4,6,2,5,5,6,7,7,4,0,1,9,0,,0,,7,7,8,7,7,8,9,6,7,7,7,4,8,6,6,2,1,4,4,3,2,10,They are indecisive and possibly have a mental issue.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:27,3/11/23 7:34,0,100,408,1,3/11/23 7:34,R_32Qoj6Dvc3X9FSB,,,,,anonymous,EN,31,0,2,,0,,6,0,2,1,,3,6,9,5,6,2,8,5,8,2,7,4,6,5,2,1,9,0,,0,,6,6,8,7,5,4,6,6,7,4,4,8,5,6,3,2,1,3,4,3,"2,3,5,6,9","1,2,4,10",they can't pick between two people.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,8,7,8,6,1,1,7,4,7,10,5,30,1,,0
3/11/23 7:08,3/11/23 7:34,0,100,1546,1,3/11/23 7:34,R_33stdmRjTDSZWhr,,,,,anonymous,EN,30,1,1,,1,,2,0,1,,,,,2,7,2,10,5,2,2,2,10,6,10,10,1,1,9,0,,1,,5,4,8,7,6,6,8,7,7,6,4,6,6,5,5,2,1,6,6,4,4,"1,2,4,10","greed, excitement, fun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:29,3/11/23 7:34,0,100,277,1,3/11/23 7:34,R_2WJBPFSj7Q9BbhR,,,,,anonymous,EN,39,1,1,,1,,3,0,2,1,,3,3,5,5,5,5,5,5,5,5,5,5,5,5,6,4,9,0,,0,,7,9,8,8,8,9,9,7,8,7,8,8,7,9,8,1,,3,2,2,"1,2,3,4,5,6,9,10",1,,I was young and more risky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,6,7,7,8,8,6,6,8,8,9,10,8,38,2,,0
3/11/23 7:22,3/11/23 7:34,0,100,720,1,3/11/23 7:34,R_visf96lEJM5p6eZ,,,,,anonymous,EN,40,0,1,,0,,6,0,2,1,,2,5,3,7,6,8,8,6,6,1,7,0,8,7,3,0,1,1,,1,,9,8,4,8,8,7,9,7,8,6,8,9,9,8,7,2,1,1,4,4,"1,2,3,5,9",1,They need constant attention ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,9,9,10,9,8,9,6,7,9,8,9,0,7,39,2,,0
3/11/23 7:28,3/11/23 7:34,0,100,380,1,3/11/23 7:34,R_1ojzqcvT6dyVWx9,,,,,anonymous,EN,53,1,1,,1,,6,1,5,1,,5,5,7,4,3,3,1,2,6,7,6,7,7,7,3,7,9,0,,0,,4,4,8,9,9,5,3,7,4,9,9,6,8,7,7,1,,4,4,3,10,"1,4,10",,Variety is the spice of life.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,10,10,11,8,9,8,3,6,6,6,8,10,5,41,1,,0
3/11/23 7:26,3/11/23 7:34,0,100,517,1,3/11/23 7:34,R_3KoM5sXIXqkiDoj,,,,,anonymous,EN,71,0,1,,0,,6,0,2,1,,2,1,1,1,6,9,9,3,5,3,1,6,9,9,3,5,9,1,,1,,9,8,8,8,10,10,9,6,6,9,6,6,6,10,8,2,1,4,4,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10",they met someone that they really felt drawn to; so much so that they would have considered them a life partner had they not married another first. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,9,11,11,7,9,9,8,10,10,11,10,10,77,2,,0
3/11/23 7:25,3/11/23 7:34,0,100,550,1,3/11/23 7:34,R_OJOkOvwKjdOIiyt,,,,,anonymous,EN,41,1,1,,1,,6,0,5,1,,4,5,5,10,3,10,8,0,0,0,7,5,8,8,0,6,9,0,,0,,6,7,8,7,7,6,6,6,6,7,7,6,5,6,6,2,4,3,4,3,1,3,High sex drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,8,7,7,8,6,6,8,6,6,10,6,33,1,,0
3/11/23 7:25,3/11/23 7:35,0,100,566,1,3/11/23 7:35,R_1M0WEfiJmHK341P,,,,,anonymous,EN,34,0,3,,0,,6,0,2,1,,2,2,0,10,0,5,0,10,0,10,10,10,5,10,0,0,9,1,,0,,6,6,8,9,10,9,11,9,9,1,1,11,11,6,6,2,1,7,7,5,"1,10","2,3,9",degenerate people with no moral character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,11,8,11,11,11,9,10,11,11,8,10,8,34,2,,0
3/11/23 7:26,3/11/23 7:35,0,100,531,1,3/11/23 7:35,R_1rvtOAWeIERrARI,,,,,anonymous,EN,30,1,1,,1,,6,0,1,,,,,5,6,6,0,6,4,4,5,7,5,7,6,4,5,9,0,,0,,3,4,8,6,6,2,7,6,6,7,6,6,6,4,3,2,1,4,5,4,"2,4,5","1,2,3,4,10",They don't want to commit to one relationship. I guess they want to keep their options open.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:17,3/11/23 7:35,0,100,1096,1,3/11/23 7:35,R_3Ord6tBPatpSMSD,,,,,anonymous,EN,27,0,4,Pansexual ,0,,6,1,5,1,,4,5,7,4,6,4,4,4,5,3,5,6,5,8,4,5,9,2,,1,,6,8,4,9,8,9,10,6,5,5,8,6,6,9,7,1,,6,6,5,"4,5,9","1,2,4,6,9",,I entered into a relationship with 2 people. But only really interested in the man. Now only with the man from relationship.. and he's polyamorous. It's kind of nice to talk to other people here and there. And occasionally bring someone else in bed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,10,10,8,8,4,6,7,8,8,10,7,31,2,,0
3/11/23 7:26,3/11/23 7:35,0,100,569,1,3/11/23 7:35,R_23WAQlXQvWBnUNr,,,,,anonymous,EN,20,0,1,,0,,6,0,5,1,,5,6,6,4,4,3,4,0,3,10,5,4,6,9,8,4,9,1,,1,,1,2,8,1,6,1,4,5,1,1,4,5,7,1,1,2,1,4,7,5,4,1,I personally think people who engage in polyamorous relationships are people with issues who think that having a relationship with more than one person is going to solve their issues.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,10,8,10,7,11,11,2,9,8,7,5,10,3,23,2,,0
3/11/23 7:31,3/11/23 7:35,0,100,281,1,3/11/23 7:35,R_6D2VnQIW7ZQrGdH,,,,,anonymous,EN,36,0,1,,0,,6,0,1,,,,,3,6,6,8,6,0,6,3,6,6,8,6,0,6,9,1,,1,,6,6,8,9,9,10,11,7,6,6,6,10,10,6,6,1,,4,4,3,"1,2,3","1,2,3",Want to explore multiple partners,I was encouraged by an older man 20+ years my age to try it out - in hindsight he was manipulating us young ladies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:31,3/11/23 7:35,0,100,295,1,3/11/23 7:35,R_3pr5d3Cl61ovz1X,,,,,anonymous,EN,63,1,1,,1,,6,0,2,1,,1,1,0,10,8,10,8,0,0,0,10,8,10,6,0,0,1,0,,0,,4,4,8,9,6,9,9,7,3,7,4,6,8,6,6,2,3,4,4,3,1,1,boredom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,9,9,9,10,9,6,9,3,6,3,6,10,6,62,1,,0
3/11/23 7:28,3/11/23 7:36,0,100,444,1,3/11/23 7:36,R_1myp0pQ5zG4ocwu,,,,,anonymous,EN,27,0,3,,1,,6,0,1,,,,,8,3,5,5,10,1,2,9,3,5,6,10,1,2,9,0,,1,,7,6,8,5,5,6,8,6,2,5,5,3,6,4,4,2,4,4,4,3,"1,2,4,5,9,10","1,2,4,5,9,10","some people have the capacity to love more than one person at once equally, and may feel they need to love more than one person at a time to feel fulfilled in life as well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:30,3/11/23 7:36,0,100,344,1,3/11/23 7:36,R_3m2iO3XyDlMevxq,,,,,anonymous,EN,35,1,1,,1,,6,0,5,1,,2,4,1,5,7,5,8,4,4,4,4,7,4,7,4,6,9,0,,0,,6,6,8,10,10,7,11,6,6,7,7,6,6,7,7,2,1,4,4,3,"2,4,5,9,10","2,4,5,9,10",As a way to love and cherish more than one person.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,11,6,11,11,11,11,6,6,11,6,7,10,7,33,1,,0
3/11/23 7:26,3/11/23 7:36,0,100,599,1,3/11/23 7:36,R_pLULLxnuPYJnJip,,,,,anonymous,EN,55,0,1,,0,,6,0,1,,,,,4,4,10,5,7,2,4,4,3,10,4,7,2,4,9,1,,1,,7,5,8,9,9,7,8,4,3,5,4,6,6,6,4,2,2,4,4,3,2,2,If someone needed different emotional or physical connections from different people.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:21,3/11/23 7:36,0,100,885,1,3/11/23 7:36,R_1Hjz5oGN0vvfhc8,,,,,anonymous,EN,62,1,1,,1,,6,0,5,1,,2,1,4,6,6,7,7,3,5,4,7,6,8,3,2,2,9,0,,0,,7,8,8,8,9,9,9,8,7,6,7,9,9,8,8,2,4,4,5,3,2,10,They feel that their needs cannot be met by just one person. Or they are seeking complexity i their emotional life.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,7,7,6,8,10,9,6,6,10,8,6,10,6,55,1,,0
3/11/23 7:25,3/11/23 7:36,0,100,661,1,3/11/23 7:36,R_24Gd3qm3uEzuJZ6,,,,,anonymous,EN,52,0,1,,0,,6,0,2,1,,2,4,6,6,7,7,7,5,5,4,6,5,7,5,0,0,9,1,,1,,5,6,8,6,6,7,10,6,6,7,5,6,5,7,7,2,1,2,2,2,"1,3,4","1,4,6,10",They fell in love with more than one person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,7,7,8,7,5,7,7,7,8,8,10,8,52,2,,0
3/11/23 7:20,3/11/23 7:36,0,100,960,1,3/11/23 7:36,R_DekJhtbOpDWFSRr,,,,,anonymous,EN,55,0,1,,0,,6,0,2,1,,4,5,0,0,0,0,0,0,0,10,10,10,10,10,10,10,1,1,,1,,7,7,8,9,9,6,6,4,2,5,5,5,6,5,5,1,,6,7,5,4,"1,2,3,4,5,6,9,10",,I didn't really. It was a fling that we tried. I hated it. I only love one man.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,7,7,9,10,8,7,4,5,8,8,8,10,6,55,2,,0
3/11/23 7:28,3/11/23 7:36,0,100,499,1,3/11/23 7:36,R_1gCTVb7cbXyFkRn,,,,,anonymous,EN,34,1,1,,1,,6,2,2,1,,4,5,6,4,5,5,5,4,7,5,6,5,6,5,3,4,9,0,,0,,8,8,8,6,7,5,8,9,6,7,7,7,8,8,5,2,4,4,5,4,1,1,Because of their lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,6,7,8,8,4,8,6,6,7,6,5,10,7,28,1,,0
3/11/23 7:23,3/11/23 7:36,0,100,793,1,3/11/23 7:36,R_2BwEhNJ4rdMeUsl,,,,,anonymous,EN,57,1,1,,1,,6,0,2,1,,1,2,1,5,5,10,5,5,6,3,5,9,7,6,2,1,9,0,,0,,7,5,8,8,9,6,6,7,5,7,9,9,10,6,6,2,5,6,6,4,"1,4,10","1,2,5,6","Because monogamy is not natural, it would be more fun.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,8,9,11,9,6,5,6,8,7,6,10,6,54,1,,0
3/11/23 7:27,3/11/23 7:36,0,100,583,1,3/11/23 7:36,R_2zhz7gOdyMF7pab,,,,,anonymous,EN,56,0,1,,0,,6,0,2,1,,2,6,1,2,3,7,1,2,3,6,9,7,9,6,6,8,9,1,,1,,9,8,8,8,8,6,7,6,6,5,7,6,6,6,6,2,4,4,4,3,1,3,Its better than cheating and hurting the other partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,5,5,4,4,6,7,4,7,6,10,4,52,2,,0
3/11/23 7:18,3/11/23 7:36,0,100,1111,1,3/11/23 7:36,R_3Mhefna2aANkl1g,,,,,anonymous,EN,30,0,1,,0,,6,0,1,,,,,6,6,7,6,7,4,3,5,5,6,4,5,3,3,9,1,,0,,4,9,8,8,9,9,8,9,8,9,9,3,4,9,8,2,2,4,3,3,"1,2,4,5,9,10","1,2,3,4,5,9,10"," Well, there are plenty of reasons! For some people, it's about having their cake and eating it too. They get to experience the pleasure and connection of multiple relationships, without compromising on any single one. Others may be attracted to the idea of creating a larger community with more love to share among a wider circle. And then there are those who just enjoy the variety and dynamic energy of relating to more than one partner. So really, it all depends on what type of relationship you're looking for!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:31,3/11/23 7:37,0,100,344,1,3/11/23 7:37,R_eDLO6wqy9WcRNjb,,,,,anonymous,EN,48,1,1,,1,,6,0,2,1,,3,5,4,6,6,7,6,5,6,4,5,6,7,5,1,2,1,0,,0,,8,9,4,9,8,10,7,5,3,3,5,7,5,8,9,2,2,3,3,2,"1,4,10",2,For sexual desire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,3,2,10,10,5,3,1,2,7,8,5,10,3,36,1,,0
