age,sex,sex_orient,sex_orient_4_TEXT,gender,gender_3_TEXT,race,poly_identity,rel_status,num_partners,num_partners_3_TEXT,name_partner,name_partner1,name_partner2,bud_allo_1,bud_allo_2,bud_allo_3,bud_allo_4,bud_allo_5,bud_allo_6,bud_allo_7,bud_allo_8,bud_allo_9,bud_allo_10,bud_allo_11,bud_allo_12,bud_allo_13,bud_allo_14,attncheck9,orange_gender ,orange_gender _3_TEXT,blue_gender,blue_gender_3_TEXT,self_ambition1,self_ambition2 ,attn_check8,self_intel1,self_intel2,self_kind1 ,self_kind2 ,self_attract1,self_attract2 ,self_finance1 ,self_finance2,self_sexy1 ,self_sexy2,self_status1 ,self_status2 ,soi_partners,soi_oneencounter,soi_shortterm,soi_sexonly_1,soi_casual_agreement_1,soi_longterm_reverse_1,soi_fantasies1,soi_arousal,soi_fantasies2,fin_invest,time_invest,emot_close,roles_blue ,roles_orange,actual_a_ambition1,actual_a_ambition2,attn_check10a,actual_a_intel1,actual_a_intel2,actual_a_kind1,actual_a_kind2,actual_a_attract1,actual_a_attract2,actual_a_finance1,actual_a_finance2,actual_a_sexy1,actual_a_sexy2,actual_a_status1,actual_a_status2,actual_a_age,actual_a_gender ,actual_a_gender _4_TEXT,actual_b_ambition1,actual_b_ambition2 ,actual_b_intel1,actual_b_intel2 ,actual_b_kind1 ,actual_b_kind2 ,actual_b_attract1,actual_b_attract2,actual_b_finance1,actual_b_finance2 ,actual_b_sexy1 ,actual_b_sexy2 ,actual_b_status1 ,actual_b_status2 ,actual_b_age ,actual_b_gender ,actual_b_gender _4_TEXT,jealousy_proneness_1,jealousy_intensity_1,jealousy_proneness1_1,jealousy_intensity1_1,jealousy_proneness2_1,jealousy_intensity2_1,jealousy_sexual ,jealousy_emotional ,jealousy_sexual1,jealousy_emotional1,jealousy_sexual2,jealous_emotional2,fin_invest_actual,time_invest_actual ,emot_close_actual,roles_partnerA,roles_partnerB,actual_ambition1,actual_ambition2 ,actual_intel1,actual_intel2 ,actual_kind1,actual_kind2,actual_attract1,actual_attract2,actual_finance1,actual_finance2,actual_sexy1,actual_sexy2,actual_status1,attn_check10b,actual_status2 ,actual_partner_age ,actual_gender,actual_gender_4_TEXT,poly_attn
40,1,1,,1,,6,1,2,2,,,PR,AS,5,4,4,3,4,3,3,6,5,6,5,8,6,8,9,0,,0,,6,7,8,9,11,10,7,8,7,9,9,8,10,9,9,4,2,2,8,8,2,8,6,6,5,4,4,"1,2,10","1,2,3,6,10",11,11,11,11,11,11,10,10,10,11,11,10,10,11,11,38,1,,7,8,7,7,7,5,11,11,8,8,8,11,9,8,38,1,,,,3,4,5,3,,,3,2,2,2,4,3,2,"1,2,3,5,6,9,10","1,2,10",,,,,,,,,,,,,,,,,,,"it's something I've always done, and sought partners who have the same ideals."
58,1,3,,1,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,2,,1,,2,1,5,2,,,AJ,AA,1,1,1,5,5,7,7,7,7,5,5,7,6,6,9,1,,1,,9,9,8,9,10,9,9,8,9,9,9,10,8,9,9,3,2,1,1,1,8,2,2,2,4,4,3,"1,2,3,4,5","1,2,3",9,7,11,8,10,8,8,8,9,9,8,9,8,8,9,49,2,,8,8,9,9,10,10,10,9,9,9,9,8,9,9,45,2,,,,5,6,6,6,,,4,4,5,5,4,4,3,"1,2,3,4","1,2,3,4,5",,,,,,,,,,,,,,,,,,,I just wanted to love two peopleat the same time
58,1,3,,1,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,3,,1,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,3,,0,,6,1,1,,,,,,6,4,7,5,5,5,7,4,5,5,7,5,2,3,1,2,,1,,4,3,8,6,9,7,10,4,5,3,3,8,9,6,6,5,9,9,9,9,1,3,3,2,3,4,3,"1,2,3,5,6,9","1,2,4,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly for sexual needs because I don't feel like one partner is enough to keep me satisfied long term.
36,1,1,,1,,6,1,2,2,,,YM,MJ,2,7,5,6,6,3,3,6,5,7,3,3,7,7,9,0,,0,,9,9,8,8,9,8,8,8,8,9,9,8,9,9,9,6,4,4,8,8,1,7,7,7,4,3,3,"1,10","3,5",8,9,11,9,8,6,6,6,6,8,9,3,5,8,8,33,1,,4,4,4,5,6,8,9,9,4,5,9,9,6,5,28,1,,,,4,6,5,5,,,4,4,4,3,5,5,4,"3,5,9","1,10",,,,,,,,,,,,,,,,,,,I find it to be fun and it prevents the the relationship from becoming boring and possibly splitting up. 
47,0,1,,0,,1,1,2,1,,rose,,,4,6,3,5,3,6,3,5,3,6,3,6,7,10,9,0,,0,,6,10,8,8,9,8,7,6,8,6,6,8,6,8,6,3,3,3,4,7,4,3,3,3,6,6,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,5,3,,,,,,,,,,7,6,7,7,8,7,6,8,7,7,9,6,6,10,6,58,2,,understanding
25,1,1,,1,,1,1,5,2,,,Ar,Es,10,10,10,4,1,2,10,9,3,1,4,2,1,3,1,0,,0,,6,4,8,6,8,11,3,3,6,11,9,10,10,9,8,3,3,2,8,6,6,2,2,2,3,3,3,4,"4,5",4,9,11,6,7,5,2,11,11,6,4,11,11,6,4,26,1,,1,3,2,2,2,3,3,5,2,3,10,9,4,2,26,1,,,,3,3,2,3,,,3,2,3,3,5,3,3,3,3,,,,,,,,,,,,,,,,,,,The other partner being okay with it so it would be fun
34,1,2,,1,,"5,6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,3,,2,,6,1,1,,,,,,6,4,10,0,10,0,5,5,5,10,0,10,0,5,9,0,,2,,6,6,8,7,8,9,9,4,4,4,6,6,1,6,6,1,1,1,9,1,9,2,1,2,4,4,2,"2,4,5,10","2,4,5,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have much love to give and would love to give it to more than one person. 
30,1,1,,1,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0,3,,0,,2,1,2,1,,ca,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,,1,,9,10,4,10,10,10,9,10,10,9,10,10,10,9,10,2,9,9,9,9,1,6,5,6,4,4,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,6,5,,,,,,,,,,11,10,11,11,10,10,10,10,10,10,10,10,11,10,10,51,2,,I like these two people
26,1,2,,1,,6,1,5,2,,,JK,YD,2,2,1,2,5,7,7,5,9,3,7,7,8,5,9,1,,1,,9,9,8,9,10,7,9,8,8,6,8,5,9,10,8,3,4,2,3,7,3,4,4,7,6,4,4,"1,10","2,4,5,6",11,11,11,8,9,7,10,8,8,4,9,7,8,10,6,31,2,,8,10,9,10,5,9,9,9,11,8,5,8,8,10,29,2,,,,5,4,5,5,,,4,4,3,4,6,6,3,"2,3","1,10",,,,,,,,,,,,,,,,,,,THE BENEFITS
61,0,1,,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,3,,1,,6,1,2,2,,,MB,IT,4,9,5,8,4,4,3,4,4,5,4,6,5,5,9,0,,0,,9,10,8,9,9,9,9,7,8,9,8,8,9,8,8,4,4,2,9,1,1,8,7,8,3,4,2,"1,2","2,3",9,8,11,9,8,9,10,5,5,9,8,5,7,8,7,32,1,,3,2,4,3,3,7,8,9,2,2,10,10,2,3,28,1,,,,4,5,4,6,,,3,4,5,3,1,4,2,"1,2,3,4,6,10","1,2,10",,,,,,,,,,,,,,,,,,,My marriage is better with an open relationship where we see other people. It causes us to fight less and it makes us happier.
48,1,1,,1,,2,1,2,1,,FD,,,6,6,7,6,7,7,6,5,4,3,4,4,3,2,9,1,,0,,11,11,8,11,11,11,9,10,10,9,10,11,11,11,11,4,2,4,9,6,9,4,5,2,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,2,5,,,,,,,,,,10,11,11,11,11,11,11,11,11,9,11,11,11,10,11,38,1,,"Emotional Connection: I seek polyamory because I believe in the potential for deep emotional connections with multiple people simultaneously. I feel that I have love, affection, and care to give to more than one person."
28,1,1,,1,,6,1,1,,,,,,7,8,7,5,6,3,4,2,8,3,3,7,3,4,9,0,,0,,7,7,8,9,9,8,7,1,2,3,6,2,7,3,4,4,3,7,9,8,3,7,6,7,4,5,4,"1,2,3","3,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The need to feel loved and attention, and wanting to have someone always there for me"
49,0,1,,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,2,,1,,3,1,2,2,,,ek,gr,6,7,8,7,9,7,7,3,4,2,4,2,2,2,9,1,,1,,9,6,8,9,9,9,10,8,8,6,8,6,8,9,6,6,4,3,9,9,1,9,8,8,4,2,1,"1,2,3,5,6,9","1,4,10",11,6,11,6,6,9,10,9,8,6,8,8,11,9,9,57,2,,11,11,6,6,11,11,11,11,6,7,9,11,11,11,35,2,,,,5,7,5,6,,,4,5,4,4,4,2,1,"1,2,3,5,9,10","1,10",,,,,,,,,,,,,,,,,,,I guess just for fun at the beginning . But now is more affection to both partners.
56,0,1,,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0,1,,0,,6,1,2,2,,,kc,aj,7,7,8,9,5,4,4,8,4,6,4,1,2,1,9,1,,1,,8,8,8,8,8,8,9,9,9,8,9,9,9,9,8,2,3,3,6,5,5,4,5,3,4,4,3,1,1,8,8,11,8,9,9,8,8,8,9,8,9,8,8,9,70,2,,8,9,9,8,7,8,9,8,9,9,7,9,8,9,65,2,,,,5,5,4,4,,,4,3,3,3,4,4,3,1,1,,,,,,,,,,,,,,,,,,,amazing sex life
43,0,3,,1,,6,1,5,2,,,cm,lf,5,7,6,8,5,5,5,3,3,4,4,5,5,5,9,1,,1,,8,9,8,8,9,8,8,8,8,9,9,9,8,8,9,3,3,3,7,6,7,3,3,4,5,5,3,1,1,8,9,11,8,8,7,8,8,7,8,7,7,8,8,8,45,2,,8,8,8,9,9,9,9,9,10,10,9,8,8,8,43,2,,,,5,5,5,4,,,3,3,3,3,4,4,3,1,1,,,,,,,,,,,,,,,,,,,great and good sexual relations
56,0,1,,0,,6,1,1,,,,,,6,5,5,6,5,6,6,4,5,5,4,4,3,6,9,1,,1,,7,9,8,7,9,8,7,7,8,6,7,7,8,8,7,3,5,4,6,5,4,3,3,3,3,3,2,"1,2,3,4,5,6,9,10","1,2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it'd be fun to try
28,0,3,,2,,6,1,5,1,,BL,,,0,2,5,5,5,7,6,4,8,6,7,5,5,5,9,1,,0,,4,4,8,6,6,6,8,5,5,4,5,7,7,5,6,3,8,6,7,7,3,3,3,3,4,2,1,"2,3,4,5,9","1,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,5,5,,,,,,,,,,4,5,6,6,9,9,8,8,5,6,9,7,8,10,5,29,2,,I didn't want to hurt anyone for cheating. 
38,0,1,,0,,6,1,1,,,,,,3,10,2,6,6,1,6,1,10,8,6,6,2,3,9,1,,1,,8,6,8,6,6,11,10,6,6,8,7,8,9,9,8,5,1,1,8,6,5,2,3,2,4,4,3,"1,2,3,4,5,9,10","1,2,3,4,5,9,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"More stability, more love"
45,0,1,,0,,6,1,1,,,,,,0,4,5,5,8,0,5,3,7,9,8,8,0,8,1,1,,0,,6,7,4,8,7,10,9,9,7,4,6,10,9,7,7,7,4,6,9,9,1,5,7,4,4,4,3,"1,2,3,4,5,10","1,4,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I like variety and get bored very easily i also just don't have the time or will to tie myself down completely 
33,0,1,,0,,6,1,2,1,,JW,,,4,5,8,1,8,6,6,4,5,8,1,7,5,2,9,1,,1,,4,4,8,7,7,6,5,7,8,4,3,3,3,6,5,2,1,1,8,1,9,3,2,1,4,4,3,"2,4,9,10","2,4,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,1,2,,,,,,,,,,7,7,7,7,7,9,8,6,6,7,6,10,9,10,8,35,2,,"I think that you can love multiple people at once and that every relationship is different and brings something different to the table. I think jealousy can control people and make them act irrationally. As long as everyone consents and is knowledgeable, there is nothing wrong with polyamory. I also think that you shouldn't expect just one person to fulfill all of your needs. I am definitely more prone to emotionally falling in love and I'm not really interested in sexual love very much, so this is a way for my partner to fulfill his needs as well. "
59,1,1,,1,,2,1,2,2,,,C.N,P.F,5,8,5,9,5,4,5,3,5,3,8,3,3,4,9,0,,0,,8,9,8,9,8,8,8,8,7,9,7,10,10,8,8,4,5,4,5,7,2,7,4,4,2,2,1,"1,2,3,4,5,9","1,10",8,7,11,9,9,9,10,10,9,8,8,8,8,9,8,48,1,,6,6,6,7,6,7,7,8,5,5,11,11,7,6,38,1,,,,7,7,4,4,,,5,5,3,3,2,2,1,"1,2,3,4,9","1,10",,,,,,,,,,,,,,,,,,,to satisfy my sexual desires
49,0,1,,0,,6,1,2,2,,,DN,JP,0,3,6,7,5,6,5,7,8,6,7,5,2,3,1,0,,1,,8,9,8,10,10,10,9,10,10,10,9,10,11,9,8,3,1,1,9,7,8,2,2,2,1,1,1,"1,2,3,4,5,6,9,10","3,4,9,10",9,10,11,8,9,8,9,8,9,8,9,9,10,8,8,52,2,,10,11,11,11,11,11,7,6,11,11,6,6,11,10,60,2,,,,5,5,6,4,,,4,5,2,2,2,2,1,"1,2,3,4,5,6,9,10","1,2,3,10",,,,,,,,,,,,,,,,,,,"I value emotional intimacy and open communication, and I believe that a polyamorous relationship provides the opportunity to explore connections with multiple partners while fostering a strong sense of trust and honesty within the relationship dynamic."
30,0,3,,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1,1,,1,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0,3,,0,,6,1,2,1,,lb,,,4,3,7,3,5,3,6,7,3,6,3,7,5,8,9,0,,1,,9,3,4,11,11,9,9,5,8,4,3,6,3,9,8,2,4,4,9,1,5,6,3,1,4,4,3,"1,3,4,5,10","2,3,4,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,1,2,,,,,,,,,,4,4,11,11,6,5,4,6,9,3,9,1,7,0,7,72,3,,"I have never felt much jealousy, nor has my current partner. It felt right to both of us to have the freedom to pursue other relationships to bring more perspectives into our lives. It was about not limiting our futures."
38,1,1,,1,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,1,,1,,6,1,2,2,,,BD,LG,2,9,4,9,4,6,5,7,7,6,6,1,1,3,9,0,,0,,9,9,8,9,9,6,6,8,9,9,9,9,9,7,8,4,3,8,9,9,3,7,5,6,5,3,2,"1,4,10",6,6,7,11,5,5,7,6,8,8,4,5,2,2,6,6,46,1,,8,8,8,9,7,9,7,7,8,8,9,9,7,7,49,1,,,,3,3,5,4,,,2,1,2,1,2,2,4,6,"1,4,10",,,,,,,,,,,,,,,,,,,Marriage to BD eroded to the point of being roommates and coparents.
40,0,3,,0,,6,1,2,1,,jp,,,5,5,5,7,7,2,5,5,4,5,7,6,2,5,9,1,,0,,7,7,8,6,6,6,6,6,5,7,7,5,6,5,5,2,3,3,9,3,6,4,4,2,4,3,2,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,1,3,,,,,,,,,,4,4,6,5,4,5,6,5,5,4,6,6,5,10,4,50,2,,A longing for community and support that would allow me to have my needs met by multiple people vs. depending on one person. 
25,1,1,,1,,6,1,5,2,,,kb,ss,4,7,7,4,4,5,3,4,8,8,3,4,3,6,9,0,,0,,8,9,8,7,8,8,8,7,6,4,4,9,8,7,6,5,2,3,9,8,1,2,3,3,4,5,3,"1,10","1,10",6,5,11,6,6,6,5,6,7,4,5,7,7,4,6,24,1,,7,7,8,7,8,8,8,7,6,7,8,8,7,6,23,1,,,,3,3,3,4,,,2,3,2,3,4,4,3,"1,10","1,10",,,,,,,,,,,,,,,,,,,because i feel like i want freedom and not limit myself to one other human bieng 
44,1,1,,1,,6,1,5,2,,,SS,SH,0,8,7,8,9,0,0,1,9,8,9,10,1,0,9,0,,0,,7,2,8,10,10,8,8,6,6,6,5,9,8,8,8,4,3,3,9,9,1,9,8,8,4,5,3,"1,2,4,9","1,2,4,9,10",2,2,11,8,7,7,8,7,3,7,1,9,3,7,2,35,3,,6,5,7,6,5,7,6,2,4,5,9,9,7,7,35,1,,,,2,1,1,1,,,2,4,2,2,2,2,2,"2,3,4,5,9,10",1,,,,,,,,,,,,,,,,,,,Dissatisfaction with monogamy
32,0,1,,0,,2,1,2,2,,,PB,IM,5,5,5,5,5,2,4,5,3,6,7,6,6,6,9,1,,1,,5,5,8,9,9,4,5,8,9,6,8,6,5,7,7,2,1,1,8,1,5,2,1,1,2,6,4,"1,3,5,9","1,2,4,10",5,7,11,5,6,6,5,8,7,6,6,7,8,6,6,34,2,,8,7,8,8,9,9,8,8,9,10,9,10,10,9,36,2,,,,2,5,2,3,,,2,1,2,2,1,6,5,"1,3,5,9","1,2,3,4,5,10",,,,,,,,,,,,,,,,,,,The desire to explore the fulfillment of needs that my primary partner is not interested in participating in. They also feel the need to explore other partners.
35,0,4,asexual,2,,6,1,5,2,,,CG,BG,5,3,7,5,9,4,4,5,3,7,5,9,0,4,9,2,,2,,7,4,8,8,9,6,6,8,5,2,5,6,2,5,5,3,1,1,9,9,1,2,2,1,4,4,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10",8,5,11,8,9,8,6,6,3,5,6,6,7,5,4,45,3,,5,4,9,9,6,6,6,5,6,7,6,6,6,6,45,2,,,,1,5,2,1,,,1,2,1,2,4,3,2,"1,3,4,5,10","1,3,4,10",,,,,,,,,,,,,,,,,,,"I wouldn't say I was motivated. I've always been open to the idea, and they really wanted me."
45,0,3,,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0,1,,0,,"1,2",1,1,,,,,,0,0,2,1,1,4,10,8,8,5,8,8,5,10,9,1,,1,,6,6,8,7,7,5,6,9,5,5,6,6,1,6,8,2,2,2,9,9,3,2,2,2,7,7,5,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,how i feel
35,0,1,,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1,3,,1,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1,3,,1,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1,1,,1,,2,1,1,,,,,,3,5,7,8,8,4,3,6,4,4,6,6,2,4,9,0,,0,,9,10,8,10,10,10,10,7,7,7,9,7,8,8,7,3,3,1,4,3,6,2,2,2,4,4,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I like being an honest person and feel this what was best for me 
32,0,3,,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1,3,,1,,2,1,2,2,,,DW,DD,4,5,5,5,5,5,5,5,5,6,5,5,5,5,9,0,,1,,9,10,10,10,10,10,9,10,10,10,10,9,10,9,10,3,3,3,2,2,9,4,4,4,5,4,3,"1,4,10","1,2,3,4,5,6,9,10",10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,52,1,,9,9,9,10,10,10,10,9,9,9,9,10,10,9,47,2,,,,5,5,4,4,,,4,4,3,3,1,2,1,"1,2,3,4,5,6,9,10","1,2,4,10",,,,,,,,,,,,,,,,,,,I have always loved to both men and women
36,1,1,,1,,6,1,5,1,,Jn,,,6,8,7,6,6,7,6,4,4,3,3,2,3,5,9,0,,1,,9,6,8,7,7,7,8,6,8,8,8,9,8,8,7,2,1,6,2,2,8,1,1,1,4,4,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,6,5,,,,,,,,,,6,3,4,7,6,7,8,9,3,4,9,9,5,10,6,33,1,,I love her lol
48,1,1,,1,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1,4,Pansexual,3,Transgender,5,1,5,1,,KT,,,5,5,5,8,9,0,6,1,5,4,7,9,0,6,9,1,,0,,6,9,8,7,6,8,9,6,6,2,4,8,9,9,7,3,2,2,9,8,1,4,2,2,4,4,3,"1,2,4,5,9,10","1,2,4,5,9,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,1,2,,,,,,,,,,6,8,7,6,9,9,9,8,4,6,10,7,8,10,7,21,1,,To avoid drama
64,1,2,,1,,6,1,1,,,,,,5,6,5,5,5,3,6,5,6,5,5,5,3,6,9,1,,1,,7,6,8,6,6,7,8,6,7,5,4,6,7,8,8,6,6,6,9,9,1,9,6,7,4,4,3,"1,2,3,4,5,9,10","1,2,3,4,5,9,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'd be motivated upon meeting two or more people who fit my criteria for such and of course it would have to be mutually agreeable between us.  Relationships take many forms.
30,0,3,,0,,6,1,4,1,,LL,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,1,,0,,4,5,8,6,6,6,7,8,5,3,4,6,7,5,4,2,1,1,8,5,6,3,3,3,4,5,3,"1,2,4,10","1,2,3,4,6,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,2,2,,,,,,,,,,7,7,6,6,7,8,5,6,7,6,6,4,6,10,6,30,2,,"I understand that human's weren't meant to ""mate-for-life"", a person can never find everything they want in a single person. I enjoy being able to date other's along with my primary as it gives a sense of fulfillment rather than a settlement."
47,0,1,,0,,"3,6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1,4,Queer,2,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1,1,,1,,2,1,5,3,4,,TH,KH,9,9,7,5,5,6,6,5,3,4,4,4,2,1,9,0,,0,,11,11,8,10,11,11,10,11,11,11,10,10,10,11,11,5,5,9,9,9,2,5,6,5,5,5,4,"1,3,5,10","1,2,3,4,5,6,9,10",7,8,11,7,8,8,6,8,8,8,7,8,8,6,8,20,1,,9,7,8,8,7,8,9,9,8,8,8,8,8,8,22,1,,,,4,3,3,3,,,3,3,3,3,5,5,4,"1,3,10","1,2,3,4,5,6,9,10",,,,,,,,,,,,,,,,,,,It was my girlfriends idea.
48,1,1,,1,,6,1,2,2,,,KB,TB,0,0,4,10,7,0,0,0,9,8,10,9,4,9,9,0,,0,,11,10,8,11,11,10,11,8,8,10,10,11,11,10,10,6,4,3,8,2,2,7,5,5,4,6,4,1,"1,2,3,4,9,10",10,10,11,11,10,10,10,10,10,10,10,10,10,10,10,35,1,,3,3,4,6,4,4,4,3,3,2,6,3,4,3,40,1,,,,4,4,4,2,,,3,4,3,2,2,2,2,"1,2,3,4,9,10","1,4",,,,,,,,,,,,,,,,,,,Sex drive.
