StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age,sex,sex_orient,sex_orient_4_TEXT,gender,gender_4_TEXT,race,poly_identity,rel_status,num_partners,num_partners_3_TEXT,jealousy_proneness_1,jealousy_intensity_1,bud_allo_1,bud_allo_2,bud_allo_3,bud_allo_4,bud_allo_5,bud_allo_6,bud_allo_7,bud_allo_8,bud_allo_9,bud_allo_10,bud_allo_11,bud_allo_12,bud_allo_13,bud_allo_14,orange_gender ,orange_gender _4_TEXT,blue_gender,self_ambition1,self_ambition2 ,self_intel1,self_intel2,self_kind1 ,self_kind2 ,self_attract1,self_attract2 ,self_finance1 ,self_finance2,self_sexy1 ,self_sexy2,self_status1 ,self_status2 ,entered_poly,openness_poly,monog_attn,poly_attn,actual_a_ambition1,actual_a_ambition2,actual_a_intel1,actual_a_intel2,actual_a_kind1,actual_a_kind2,actual_a_attract1,actual_a_attract2,actual_a_finance1,actual_a_finance2,actual_a_sexy1,actual_a_sexy2,actual_a_status1,actual_a_status2,actual_a_age,actual_a_gender ,actual_a_gender _4_TEXT,actual_b_ambition1,actual_b_ambition2 ,actual_b_intel1,actual_b_intel2 ,actual_b_kind1 ,actual_b_kind2 ,actual_b_attract1,actual_b_attract2,actual_b_finance1,actual_b_finance2 ,actual_b_sexy1 ,actual_b_sexy2 ,actual_b_status1 ,actual_b_status2 ,actual_b_age ,actual_b_gender ,actual_b_gender _4_TEXT,actual_ambition1,actual_ambition2 ,actual_intel1,actual_intel2 ,actual_kind1,actual_kind2,actual_attract1,actual_attract2,actual_finance1,actual_finance2,actual_sexy1,actual_sexy2,actual_status1,actual_status2 ,actual_partner_age ,actual_gender,actual_gender_4_TEXT,textQuality
11/18/22 8:23,11/18/22 8:28,0,23.113.82.76,100,338,1,11/18/22 8:28,R_viWIBaCE2LT6mhH,,,,,35.4145,-119.0403,anonymous,EN,20,1,1,,2,,"1,5,6",0,1,,,,,4,8,6,8,7,4,6,5,3,2,4,4,5,4,1,,1,6,6,9,9,4,6,6,5,6,6,6,9,4,3,2,1,"Someone people are just into that type of thing, personally I'm not.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:20,11/18/22 8:28,0,165.225.222.249,100,486,1,11/18/22 8:28,R_2COLP4fp05O6Jtk,,,,,28.5759,-81.3957,anonymous,EN,33,0,1,,1,,6,0,5,1,,6,7,5,5,5,5,5,6,6,5,5,5,5,5,4,4,2,,2,6,6,7,6,7,8,6,7,6,6,6,6,6,6,2,1,I think some people are ok with having multiple partners and like to have the diversity. I couldn't do it but to each their own. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,7,7,5,6,6,6,6,7,33,2,,0
11/18/22 8:23,11/18/22 8:28,0,174.26.220.29,100,332,1,11/18/22 8:29,R_20SfYXNG7pLGCDH,,,,,33.4656,-111.9956,anonymous,EN,47,1,1,,2,,6,0,2,1,,6,6,1,1,2,6,9,3,9,6,7,8,3,8,2,5,1,,1,10,9,10,10,9,8,7,7,10,10,9,10,9,9,2,1,"Variety of options, adventurous spirit, boredom, mental issues, etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,8,8,9,9,11,10,10,9,8,8,9,9,46,1,,0
11/18/22 8:25,11/18/22 8:29,0,73.5.99.194,100,240,1,11/18/22 8:29,R_21H9FSEx5vVEdMv,,,,,32.3974,-93.8052,anonymous,EN,42,1,1,,2,,6,0,2,1,,4,6,5,4,5,6,4,6,6,6,7,6,5,4,4,2,1,,1,3,3,11,10,6,7,8,6,4,7,5,6,6,7,2,1,Abused as a child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,10,10,9,9,11,11,8,8,8,6,9,9,43,1,,0
11/18/22 8:23,11/18/22 8:29,0,99.60.172.91,100,367,1,11/18/22 8:29,R_1BPExdIWsfsNb0z,,,,,36.3376,-119.2924,anonymous,EN,44,0,1,,1,,6,0,5,1,,2,1,5,5,7,5,5,5,8,5,5,3,5,5,5,2,2,,2,6,6,9,9,6,6,6,6,3,3,4,3,6,6,2,1,because they have problems commiting to one person only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,6,5,7,5,6,6,3,3,2,2,6,5,41,2,,0
11/18/22 8:26,11/18/22 8:29,0,192.110.202.79,100,178,1,11/18/22 8:29,R_3F5wTeuGtr73qVo,,,,,41.54,-90.564,anonymous,EN,36,1,1,,2,,6,0,2,1,,4,5,7,8,7,8,0,0,6,0,5,8,8,0,7,6,1,,1,9,9,10,10,8,9,9,9,8,8,8,10,8,8,2,1,Because they want to love more than one person.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,9,9,10,10,8,8,10,10,35,1,,0
11/18/22 8:23,11/18/22 8:29,0,144.162.235.15,100,379,1,11/18/22 8:29,R_3nPKJlJGxtO57Aq,,,,,32.7889,-96.8021,anonymous,EN,19,0,1,,1,,2,0,1,,,,,6,7,0,6,7,3,7,0,7,0,7,7,5,8,2,,2,9,9,9,7,8,11,8,8,5,6,8,6,11,8,2,2,To receive more love and explore options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:20,11/18/22 8:29,0,136.226.51.26,100,515,1,11/18/22 8:29,R_C9aO45YHDMcr9Op,,,,,38.884,-77.1054,anonymous,EN,32,1,1,,2,,6,0,2,1,,3,6,3,8,3,7,6,3,5,3,7,3,7,7,3,5,1,,1,4,4,3,3,6,5,4,4,8,4,3,8,3,3,2,1,I think they would enter into a polyamorous relationship if they loved two people. They also might enter into this type of relationship if their sexual desire is extremely high and they believe they need two partners to satisfy that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,8,8,8,7,6,7,5,2,8,8,30,1,,0
11/18/22 8:22,11/18/22 8:29,0,45.51.107.202,100,411,1,11/18/22 8:29,R_3qWiILVaP6uX0DZ,,,,,34.2666,-118.7643,anonymous,EN,25,1,1,,2,,3,0,1,,,,,6,6,6,10,6,2,4,2,2,3,5,6,6,6,1,,1,3,3,7,7,6,7,5,6,4,4,6,9,5,5,2,1,They want more sexual partners.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:23,11/18/22 8:29,0,158.140.33.115,100,393,1,11/18/22 8:29,R_1H0udTPpnvh9hNi,,,,,36.1549,-116.0177,anonymous,EN,33,1,1,,2,,6,0,2,1,,2,4,0,9,8,8,9,0,1,0,9,8,9,8,0,1,1,,1,7,7,8,8,9,9,8,5,6,6,9,11,6,6,2,4,Just a personal preference I would assume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,8,5,7,5,11,11,5,6,4,1,6,6,33,1,,0
11/18/22 8:24,11/18/22 8:29,0,24.197.205.81,100,338,1,11/18/22 8:29,R_2zo2xMuUQGRXIvb,,,,,43.0628,-89.3171,anonymous,EN,48,1,1,,2,,6,0,2,1,,2,3,2,8,2,8,5,4,4,4,7,5,6,5,5,5,1,,1,5,5,8,8,6,6,6,6,6,6,7,8,7,6,2,2,avoid boredom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,7,8,7,7,8,7,9,6,5,3,8,7,44,1,,0
11/18/22 8:27,11/18/22 8:30,0,69.118.77.170,100,180,1,11/18/22 8:30,R_3PLVTmFAWDCTkWj,,,,,40.2825,-74.3424,anonymous,EN,24,1,1,,2,,6,0,1,,,,,0,10,0,10,10,0,5,0,10,10,0,10,0,5,1,,1,11,11,9,9,10,10,8,6,6,10,6,8,9,9,2,1,I think someone would want this to experiment with their lifestyle and see if polygamy can make them happy. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:25,11/18/22 8:30,0,172.223.47.109,100,284,1,11/18/22 8:30,R_2Tuwk0wJpiczula,,,,,34.2759,-86.2045,anonymous,EN,57,0,4,Asexual,1,,"5,6",0,1,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,2,5,4,8,8,6,9,3,6,4,6,6,1,6,6,2,1,One partner doesn't meet their needs. Boredom.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:24,11/18/22 8:31,0,100.19.71.185,100,407,1,11/18/22 8:31,R_ZkSK9oXuVMmvFtL,,,,,39.715,-75.6178,anonymous,EN,33,1,3,,2,,6,0,2,2,,3,3,0,10,7,8,8,1,2,6,10,7,5,3,3,0,1,,1,8,7,8,8,5,6,7,9,7,7,9,9,6,6,,,,Lack of security availability,5,5,6,6,5,5,7,7,6,6,3,2,6,6,32,1,,8,6,8,7,8,9,6,8,5,5,7,10,6,6,25,1,,,,,,,,,,,,,,,,,,,0
11/18/22 8:22,11/18/22 8:31,0,47.214.164.11,100,519,1,11/18/22 8:31,R_306wNqre6TsALxw,,,,,38.4163,-81.8311,anonymous,EN,38,1,1,,2,,6,0,5,1,,1,2,5,7,8,3,8,2,2,4,5,6,3,8,4,5,1,,1,3,2,8,9,4,4,7,5,3,4,7,9,8,4,2,1,Additional social interaction and added sense of security.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,10,9,7,8,8,7,8,7,8,6,7,7,37,1,,0
11/18/22 8:27,11/18/22 8:31,0,172.117.235.159,100,241,1,11/18/22 8:31,R_1LScSRvPGtBuVDl,,,,,33.4948,-117.0954,anonymous,EN,60,1,1,,2,,5,0,5,1,,1,1,0,0,0,0,0,4,10,10,10,4,5,10,10,7,1,,2,11,11,11,11,11,11,11,11,3,11,11,11,11,11,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,59,1,,0
11/18/22 8:27,11/18/22 8:31,0,73.7.160.186,100,243,1,11/18/22 8:31,R_3IYL1BCWM7n8boW,,,,,33.9721,-84.4406,anonymous,EN,21,0,4,Queer,1,,6,0,5,1,,2,2,8,5,1,4,5,4,5,5,5,5,8,6,4,5,2,,1,11,11,6,7,8,11,6,6,8,6,8,8,8,7,2,2,They may love more than one gender or may not be getting their needs met in one relationship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,8,6,6,7,6,8,9,11,7,5,9,9,27,2,,0
11/18/22 8:22,11/18/22 8:31,0,64.130.154.198,100,566,1,11/18/22 8:31,R_8r0EoQqivECWAUh,,,,,36.9931,-85.6123,anonymous,EN,41,0,1,,1,,6,0,2,1,,3,7,5,7,7,8,7,2,7,1,6,5,7,6,0,2,2,,2,4,4,6,6,7,9,5,6,4,3,6,4,6,5,2,1,As an alternative to divorce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,7,7,7,6,6,6,6,5,6,7,7,45,2,,0
11/18/22 8:23,11/18/22 8:31,0,76.156.27.208,100,490,1,11/18/22 8:32,R_4HJKXuf9NXW8IBr,,,,,45.0139,-93.1545,anonymous,EN,33,1,1,,2,,6,0,1,,,,,0,8,8,8,8,3,0,0,8,8,8,8,3,0,1,,1,5,4,8,8,7,6,6,5,8,7,6,8,7,6,2,4,To have more experience than one might in a normal relationship ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:23,11/18/22 8:32,0,98.223.88.121,100,534,1,11/18/22 8:32,R_3CBoq9tLYVv6hYK,,,,,40.4693,-88.9424,anonymous,EN,30,0,1,,1,,6,0,5,1,,1,1,3,4,10,2,8,3,1,2,10,10,5,10,1,1,2,,2,3,2,6,6,10,9,7,9,1,1,2,3,7,6,2,3,They have a lot of love to give and like having a variety of traits between partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,10,9,11,11,7,10,2,1,7,7,11,9,42,2,,0
11/18/22 8:22,11/18/22 8:32,0,98.39.160.170,100,569,1,11/18/22 8:32,R_1gvvEPkvUHMbFix,,,,,29.8738,-95.5233,anonymous,EN,25,1,1,,2,,"2,3",0,1,,,,,3,10,3,8,2,3,5,3,10,5,6,4,3,5,1,,1,8,8,8,8,11,11,9,8,7,9,8,9,8,7,2,1,Someone who maybe doesn’t like too much commitment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:24,11/18/22 8:32,0,50.249.174.85,100,496,1,11/18/22 8:32,R_2zBXIUzzvFQ9YTY,,,,,42.616,-83.925,anonymous,EN,29,1,4,Pan,3,,"5,6",0,1,,,,,7,8,6,8,10,2,2,3,7,7,0,10,0,0,1,,1,7,5,9,9,10,9,7,7,4,5,7,7,7,6,1,,Because expecting one person to fill everything is a lot,My partner introduced the idea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:25,11/18/22 8:32,0,69.253.21.164,100,411,1,11/18/22 8:32,R_1JKnJD6xogj8Oua,,,,,40.0271,-75.3291,anonymous,EN,39,1,1,,2,,6,0,2,1,,2,2,2,7,5,5,7,4,3,6,4,8,2,5,2,10,1,,1,7,7,10,9,8,7,6,6,9,9,6,6,8,8,2,1,"I think polyamory is, primarily, nonsense engaged in by people who just want to sleep around.  There are some understandable financial and social benefits to communal living in some circumstances, but those don't require interwoven romantic relationships.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,11,10,9,8,6,6,10,10,6,5,9,10,40,1,,0
11/18/22 8:26,11/18/22 8:32,0,98.52.16.217,100,396,1,11/18/22 8:32,R_50vtS0K2Nq5IQYV,,,,,42.2739,-89.0474,anonymous,EN,43,0,1,,1,,2,0,2,1,,5,7,1,0,10,7,10,0,5,5,0,10,7,10,0,5,2,,2,7,6,8,8,9,9,9,8,6,6,7,8,8,6,2,1,So they could be with another person and not be considered a cheater.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,6,6,4,6,6,5,7,8,4,6,5,5,49,2,,0
11/18/22 8:23,11/18/22 8:32,0,24.189.249.241,100,582,1,11/18/22 8:32,R_1GU2lVchEMylAml,,,,,41.0991,-74.008,anonymous,EN,29,1,1,,2,,2,0,1,,,,,5,7,5,5,6,3,4,5,7,5,5,6,3,4,1,,1,8,8,8,7,8,8,9,7,8,8,9,9,8,7,2,1,Some people may need two people to meet their needs. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:26,11/18/22 8:32,0,47.205.125.225,100,352,1,11/18/22 8:32,R_2ByDmD903hPg69x,,,,,28.232,-82.7324,anonymous,EN,29,1,1,,2,,3,0,4,1,,4,7,4,7,6,4,6,7,7,4,5,5,3,3,4,5,1,,1,8,7,9,9,6,6,9,8,8,9,9,6,8,8,1,,,Being in a long distance relationship so each of us would have company.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,10,9,8,9,11,11,11,11,9,8,10,10,31,1,,0
11/18/22 8:26,11/18/22 8:32,0,35.137.138.174,100,368,1,11/18/22 8:32,R_3lPJDMeErzHv1pG,,,,,27.947,-82.7943,anonymous,EN,54,0,1,,1,,6,0,1,,,,,5,4,5,4,9,1,7,5,5,7,2,9,1,6,2,,2,6,6,6,7,7,9,5,3,6,6,4,4,6,5,2,2,I think someone may enter one if they couldn't find what they were looking for in one person or if bored easily.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:25,11/18/22 8:33,0,66.90.191.31,100,468,1,11/18/22 8:33,R_3kptzubS3L4sDlE,,,,,29.8737,-97.9361,anonymous,EN,29,0,1,,1,,6,0,2,1,,2,3,0,10,2,10,7,1,2,5,6,5,5,6,4,7,2,,2,7,7,8,8,6,6,8,7,8,7,5,4,4,4,2,1,Because their needs are not being fulfilled by their current partner. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,7,8,8,9,7,7,8,8,8,9,5,6,31,2,,0
11/18/22 8:22,11/18/22 8:33,0,67.143.192.88,100,633,1,11/18/22 8:33,R_1IEnUNjxkcNpKYv,,,,,32.7797,-96.8022,anonymous,EN,52,0,1,,1,,6,0,5,1,,2,3,4,5,8,8,7,0,5,4,6,7,8,4,0,4,1,,2,6,7,9,7,9,8,8,8,4,7,8,6,7,7,2,1,They want more then one person so they have more variety in the relationship.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,8,7,7,7,7,8,4,6,6,7,5,5,25,2,,0
11/18/22 8:30,11/18/22 8:33,0,71.61.179.169,100,204,1,11/18/22 8:33,R_x6kNKvU1s9jJ6y5,,,,,40.4324,-79.9247,anonymous,EN,22,1,1,,2,,6,0,1,,,,,4,4,5,2,5,2,10,9,3,9,2,5,1,9,1,,1,5,7,9,8,5,6,5,4,3,6,3,6,4,5,2,3,If everyone is okay with it. Have different experiences ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:22,11/18/22 8:33,0,71.63.179.201,100,673,1,11/18/22 8:33,R_XCkVHnhvg5Sd3Yl,,,,,45.6197,-122.5827,anonymous,EN,33,0,1,,1,,6,0,2,1,,2,4,5,7,6,3,6,1,3,5,8,8,1,6,3,8,2,,2,10,7,9,9,2,3,9,9,9,9,4,3,8,8,2,1,Because they are with the wrong two people and can't have their needa met with either one. They are selfish and indecisive.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,10,9,6,6,8,6,2,2,8,9,4,3,51,2,,0
11/18/22 8:25,11/18/22 8:33,0,98.229.199.64,100,521,1,11/18/22 8:33,R_3MiK2e8dTssSCMa,,,,,41.96,-73.3632,anonymous,EN,21,1,1,,2,,6,0,1,,,,,8,8,7,5,9,1,5,0,8,1,8,2,6,2,1,,1,9,10,9,9,9,9,10,8,8,9,9,8,9,8,2,3,"Maybe they can have feelings for multiple people, and there's surely others that feel the same way. Those people find each other, and enter a polyamorous relationship.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:27,11/18/22 8:33,0,107.77.198.219,100,391,1,11/18/22 8:33,R_2dYIAv9mvYKwihN,,,,,32.7797,-96.8022,anonymous,EN,20,1,1,,2,,1,0,5,1,,2,1,4,10,10,10,2,4,4,4,4,5,4,3,4,2,1,,1,9,9,7,7,8,8,7,7,6,8,8,9,7,6,2,1,I think maybe that person likes the prospect of having multiple partners to care for them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,8,6,10,9,10,10,6,7,10,9,2,2,22,1,,0
11/18/22 8:29,11/18/22 8:34,0,47.32.103.10,100,254,1,11/18/22 8:34,R_2rhWh9nNaTltYVv,,,,,33.9588,-83.4384,anonymous,EN,22,1,1,,2,,1,0,5,1,,2,4,7,5,8,2,7,1,9,0,7,5,7,7,5,0,1,,1,4,5,8,8,9,7,6,6,8,8,6,5,6,6,2,1,They can't keep it in their pants. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,10,10,9,9,8,7,9,10,7,8,8,7,23,1,,0
11/18/22 8:30,11/18/22 8:34,0,35.129.177.211,100,254,1,11/18/22 8:34,R_1ojL9qlMsU811qW,,,,,33.4772,-84.0554,anonymous,EN,29,0,2,,1,,6,0,2,1,,2,4,5,4,5,5,4,5,6,5,6,5,4,6,5,5,1,,1,8,7,6,6,10,9,6,8,8,7,6,5,7,7,2,1,get all their needs met,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,9,10,8,10,10,11,11,10,11,11,9,9,29,1,,0
11/18/22 8:26,11/18/22 8:34,0,96.255.187.98,100,476,1,11/18/22 8:34,R_RhvX2AkVcmvJOXD,,,,,38.9191,-76.782,anonymous,EN,20,0,1,,1,,2,0,1,,,,,5,5,5,5,7,1,6,6,7,7,5,5,0,6,2,,2,6,7,6,7,8,9,4,4,4,7,6,2,7,5,2,1,The partners want a variety of traits in their partners whithin and outside the relationship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:20,11/18/22 8:34,0,98.233.42.113,100,811,1,11/18/22 8:34,R_3FXv1SwlhRtKZEE,,,,,39.0828,-77.1674,anonymous,EN,48,0,1,,1,,6,0,2,1,,4,7,0,7,4,7,8,2,6,2,8,5,7,8,2,4,2,,2,7,5,9,9,6,8,7,8,9,7,9,6,6,6,2,4,"Because it's hard to find everything you need in only one person. After being married for a long time, you want something else without divorcing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,8,8,7,8,7,10,9,7,7,8,6,51,2,,0
11/18/22 8:28,11/18/22 8:34,0,47.184.156.220,100,342,1,11/18/22 8:34,R_24qPOe5CxPRZbOM,,,,,32.9569,-96.6746,anonymous,EN,27,1,1,,2,,6,0,1,,,,,3,6,7,7,7,3,3,3,8,7,6,6,2,2,1,,1,3,2,7,7,5,8,7,6,3,4,6,8,6,5,2,2,"They feel a strong enough bond with multiple people, that also are open to a multi-partner relationship",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:24,11/18/22 8:34,0,47.33.196.30,100,611,1,11/18/22 8:34,R_21yuDTXFaA4HzjF,,,,,43.6055,-84.7796,anonymous,EN,31,1,1,,2,,6,0,5,1,,4,4,6,5,5,5,4,4,4,5,5,4,4,5,8,6,1,,2,7,6,7,6,8,7,6,6,7,6,7,5,6,6,2,3,"Some people tend to want more people to care for instead of one, not in a cheating standpoint but they want more exploration in different ways. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,5,6,6,25,1,,0
11/18/22 8:21,11/18/22 8:34,0,172.58.80.105,100,773,1,11/18/22 8:34,R_Rs49n12GbDN6A93,,,,,44.9676,-93.1992,anonymous,EN,25,0,1,,1,,3,0,4,1,,3,5,1,8,7,7,7,1,5,2,8,5,7,7,2,3,2,,2,5,4,6,6,7,7,6,6,3,6,9,10,8,7,2,3,I think because they have extra love to give and are able to do so appropriately without hurting the others in the relationship. They know what they want and are confident and want more love and have extra love to give.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,6,6,6,6,9,8,5,7,6,4,8,7,29,2,,0
11/18/22 8:28,11/18/22 8:34,0,172.58.224.110,100,388,1,11/18/22 8:34,R_WBgS6GaskTWrfm9,,,,,18.25,-66.5,anonymous,EN,56,0,3,,1,,6,0,2,1,,4,3,6,10,4,4,4,10,4,4,4,4,4,4,4,4,1,,2,6,6,6,6,8,11,6,6,1,1,6,1,6,6,2,5,Like 2 people at the same time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,56,2,,0
11/18/22 8:30,11/18/22 8:35,0,71.87.71.74,100,297,1,11/18/22 8:35,R_1diUirOXznB5iJP,,,,,45.8249,-88.066,anonymous,EN,30,1,3,,2,,6,0,1,,,,,5,4,8,4,6,4,2,5,4,7,4,7,5,5,1,,1,7,5,8,8,6,9,6,3,5,7,7,6,6,7,2,1,They found multiple that fit their desired profile for a partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:23,11/18/22 8:35,0,76.129.166.208,100,667,1,11/18/22 8:35,R_12oopbZMoQC5z5J,,,,,35.9375,-84.073,anonymous,EN,34,1,1,,2,,6,2,2,1,,2,3,4,8,5,7,6,3,4,2,6,7,7,5,4,2,1,,1,5,6,10,10,8,8,7,7,10,10,6,8,8,8,1,,,"We discussed concepts of intimacy, different types of attractions and meeting each others' needs as people. We discussed that it is most likely impossible for a single relationship to satisfy all of a person's needs and wanted to explore opportunities to fill those potential gaps. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,10,10,8,10,9,8,10,10,9,8,9,8,31,1,,0
11/18/22 8:29,11/18/22 8:35,0,172.58.43.39,100,338,1,11/18/22 8:35,R_2v62H1BUQzqszxV,,,,,47.6034,-122.3414,anonymous,EN,37,1,1,,2,,6,0,1,,,,,3,10,4,1,2,1,3,1,4,10,10,10,1,10,1,,1,5,5,9,9,7,9,6,5,2,6,3,5,5,6,2,1,"I'm not really sure. To me, it's not really something I'd ever consider. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:30,11/18/22 8:35,0,66.177.169.186,100,268,1,11/18/22 8:35,R_31KH9Zm5gmQ3Zss,,,,,30.3122,-81.7243,anonymous,EN,27,1,1,,2,,6,0,5,1,,2,3,0,5,9,5,10,1,5,2,6,7,7,10,2,1,1,,1,7,7,11,11,10,11,7,3,6,6,8,9,10,10,2,1,"If they were looking for different things with different people where they couldn't find everything they wanted with just one person, or if they were pressured by others.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,10,11,6,8,9,10,11,11,10,11,11,10,30,1,,0
11/18/22 8:25,11/18/22 8:35,0,99.83.56.43,100,600,1,11/18/22 8:35,R_cSXWhcY5BYJjewh,,,,,37.8065,-85.4592,anonymous,EN,32,1,1,,2,,6,0,2,1,,1,1,7,5,5,6,3,2,7,2,7,5,7,7,2,5,1,,1,9,10,9,9,6,5,7,5,9,9,6,10,7,6,2,4,To satisfy the emotional and sexual needs that a monogamous relationship has been unable to satisfy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,8,6,9,9,9,9,4,4,10,8,6,3,32,1,,0
11/18/22 8:18,11/18/22 8:35,0,66.68.72.63,100,1029,1,11/18/22 8:35,R_3FWHh0IzKSpy3Up,,,,,28.0314,-97.067,anonymous,EN,29,1,3,,2,,6,2,1,,,,,0,5,5,7,9,2,4,0,9,5,10,8,2,4,1,,1,4,5,8,6,6,7,7,3,2,7,6,11,4,3,2,5,"Usually to meet needs their partner doesn't provide, or they just prefer it/have more fun with it. Sometimes also to deal with problems of jealousy and cheating that plague monogamous relationships.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:24,11/18/22 8:35,0,136.226.2.108,100,688,1,11/18/22 8:35,R_2wMLi6xaUnqKo0N,,,,,33.8842,-84.3761,anonymous,EN,25,1,1,,2,,6,0,2,1,,2,4,2,10,7,8,6,2,2,1,10,6,8,5,1,2,1,,1,4,3,8,7,4,8,7,5,7,8,3,4,7,7,2,1,They have a very high sex drive and want to explore multiple types of relationships. They are not tied down or jealous and want to experience as much in life as they can. They also have very little shame or respect for social norms.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,7,6,6,5,5,4,4,6,5,2,8,6,26,1,,0
11/18/22 8:20,11/18/22 8:35,0,24.209.8.29,100,932,1,11/18/22 8:35,R_2WZH5LUyxo2MoMp,,,,,39.9391,-83.0474,anonymous,EN,45,0,1,,1,,6,0,2,1,,3,3,5,5,6,5,5,6,3,5,6,6,6,6,5,1,2,,2,8,6,6,6,6,11,6,6,2,2,6,3,6,6,2,2,To feel more love and compassion and to get from one partner that the other doesn't give or make you feel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,6,4,6,6,3,3,6,9,6,6,54,2,,0
