StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age,sex,sex_orient,sex_orient_4_TEXT,gender,gender_4_TEXT,race,poly_identity,rel_status,num_partners,num_partners_3_TEXT,jealousy_proneness_1,jealousy_intensity_1,bud_allo_1,bud_allo_2,bud_allo_3,bud_allo_4,bud_allo_5,bud_allo_6,bud_allo_7,bud_allo_8,bud_allo_9,bud_allo_10,bud_allo_11,bud_allo_12,bud_allo_13,bud_allo_14,orange_gender ,orange_gender _4_TEXT,blue_gender,self_ambition1,self_ambition2 ,self_intel1,self_intel2,self_kind1 ,self_kind2 ,self_attract1,self_attract2 ,self_finance1 ,self_finance2,self_sexy1 ,self_sexy2,self_status1 ,self_status2 ,entered_poly,openness_poly,monog_attn,poly_attn,actual_a_ambition1,actual_a_ambition2,actual_a_intel1,actual_a_intel2,actual_a_kind1,actual_a_kind2,actual_a_attract1,actual_a_attract2,actual_a_finance1,actual_a_finance2,actual_a_sexy1,actual_a_sexy2,actual_a_status1,actual_a_status2,actual_a_age,actual_a_gender ,actual_a_gender _4_TEXT,actual_b_ambition1,actual_b_ambition2 ,actual_b_intel1,actual_b_intel2 ,actual_b_kind1 ,actual_b_kind2 ,actual_b_attract1,actual_b_attract2,actual_b_finance1,actual_b_finance2 ,actual_b_sexy1 ,actual_b_sexy2 ,actual_b_status1 ,actual_b_status2 ,actual_b_age ,actual_b_gender ,actual_b_gender _4_TEXT,actual_ambition1,actual_ambition2 ,actual_intel1,actual_intel2 ,actual_kind1,actual_kind2,actual_attract1,actual_attract2,actual_finance1,actual_finance2,actual_sexy1,actual_sexy2,actual_status1,actual_status2 ,actual_partner_age ,actual_gender,actual_gender_4_TEXT
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_07A2Vpy1hlrKB14,,,,,34.4373,-119.8341,test,,110,Prefer not to say,Homosexual,,Prefer not to say,,Prefer not to say,Prefer not to say,Engaged,3 or more (please specify how many):,85,2,4,4,6,4,8,1,1,4,2,9,10,4,1,9,7,Male,,Female,(Bottom 8 out of 100 people),(Bottom 18 out of 100 people),Extremely intelligent(Top 1 out of 100 people),Extremely ignorant(Bottom 1 out of 100 people),(Top 32 out of 100 people),(Top 8 out of 100 people),(Top 18 out of 100 people),(Top 3 out of 100 people),Average (Top 50 out of 100 people),Extremely good earning potential(Top 1 out of 100 people),(Top 32 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Bottom 8 out of 100 people),,,,"Blandit tincidunt potenti non! Nunc. Iaculis viverra justo. Sapien aliquet nonummy, fringilla.",Extremely apathetic(Bottom 1 out of 100 people),(Bottom 3 out of 100 people),(Bottom 32 out of 100 people),(Top 8 out of 100 people),(Bottom 8 out of 100 people),(Top 8 out of 100 people),(Top 8 out of 100 people),(Bottom 3 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Top 3 out of 100 people),(Bottom 32 out of 100 people),(Bottom 3 out of 100 people),41,Female,,(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Bottom 3 out of 100 people),(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),Extremely inconsiderate(Bottom 1 out of 100 people),(Bottom 32 out of 100 people),(Bottom 3 out of 100 people),(Bottom 18 out of 100 people),(Top 18 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Top 3 out of 100 people),35,Male,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_ekWoYxnyuEpunjw,,,,,34.4373,-119.8341,test,,110,Female,Bisexual,,Prefer not to say,,Prefer not to say,Prefer not to say,Prefer not to say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_5hUrVTXs3REhvvw,,,,,34.4373,-119.8341,test,,47,Intersex,Homosexual,,An option not listed here,Non in aenean etiam potenti! Sem! Enim natoque lorem porttitor venenatis.,Prefer not to say,Prefer not to say,Single,,,,,3,8,4,7,6,1,7,3,3,6,8,6,1,7,Male,,An option not listed here,Extremely apathetic(Bottom 1 out of 100 people),Average (Top 50 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Top 18 out of 100 people),Extremely unattractive face(Bottom 1 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),(Bottom 32 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Bottom 18 out of 100 people),No,Strongly disagree,"Nullam scelerisque urna integer! Vivamus wisi, pharetra. Dui magnis erat porttitor justo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_9SkVem86V1krC0m,,,,,34.4373,-119.8341,test,,10,Prefer not to say,An option not listed here,Nibh pharetra volutpat sagittis aliquet atque nullam dictumst. Aenean atque velit praesent? Vulputate.,Female,,Prefer not to say,"No, I do not consider myself polyamorous.",Engaged,1,,7,4,2,4,0,5,6,9,2,2,2,5,9,4,10,10,Male,,An option not listed here,(Bottom 8 out of 100 people),Extremely ambitious(Top 1 out of 100 people),(Bottom 32 out of 100 people),Extremely knowledgeable(Top 1 out of 100 people),(Bottom 8 out of 100 people),(Top 3 out of 100 people),(Bottom 32 out of 100 people),Extremely attractive body(Top 1 out of 100 people),(Top 3 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Bottom 32 out of 100 people),Yes,,,Ligula enim! Sapien donec accumsan auctor nec rhoncus natoque. Consectetuer posuere.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average (Top 50 out of 100 people),(Top 18 out of 100 people),(Bottom 18 out of 100 people),(Bottom 3 out of 100 people),Extremely generous(Top 1 out of 100 people),Average (Top 50 out of 100 people),Extremely attractive face(Top 1 out of 100 people),Extremely attractive body(Top 1 out of 100 people),(Top 32 out of 100 people),Extremely poor earning potential(Bottom 1 out of 100 people),(Bottom 18 out of 100 people),(Bottom 18 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),Natoque vel purus est primis porta! Odio in. Vitae convallis platea id.,An option not listed here,Ac magna suspendisse facilisis vel dignissim pellentesque faucibus. Dui? Egestas auctor.
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_41GA9f3D3XEWHwW,,,,,34.4373,-119.8341,test,,109,Intersex,An option not listed here,Sem? Neque ridiculus ut gravida? Temporibus. Fusce potenti potenti mauris ac blandit. Lorem? Auctor morbi.,Male,,Prefer not to say,Prefer not to say,Single,,,,,9,2,6,3,6,5,3,9,7,10,9,1,0,0,Male,,An option not listed here,Extremely apathetic(Bottom 1 out of 100 people),(Top 3 out of 100 people),(Bottom 3 out of 100 people),(Top 3 out of 100 people),(Bottom 32 out of 100 people),Average (Top 50 out of 100 people),Extremely unattractive face(Bottom 1 out of 100 people),(Top 8 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),Extremely good in bed(Top 1 out of 100 people),(Bottom 3 out of 100 people),(Bottom 18 out of 100 people),(Top 32 out of 100 people),Yes,,,Vel nullam aliquam auctor tempus elementum gravida leo magna tortor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_abe6F2C6vJn0kyq,,,,,34.4373,-119.8341,test,,88,Female,Prefer not to say,,Prefer not to say,,Prefer not to say,Prefer not to say,Single,,,,,9,1,5,7,8,7,2,10,3,2,5,10,0,1,Male,,An option not listed here,Extremely apathetic(Bottom 1 out of 100 people),(Bottom 3 out of 100 people),Extremely intelligent(Top 1 out of 100 people),(Top 18 out of 100 people),Extremely generous(Top 1 out of 100 people),(Bottom 18 out of 100 people),(Top 3 out of 100 people),(Top 3 out of 100 people),Extremely financially unstable(Bottom 1 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),(Bottom 3 out of 100 people),Extremely respected by others(Top 1 out of 100 people),Extremely looked up to by others(Top 1 out of 100 people),No,Somewhat agree,Pretium donec? Eros ullamcorper ac luctus consectetuer eu nullam culpa maecenas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_9ZDLCiz8SRkOOR8,,,,,34.4373,-119.8341,test,,15,Female,Prefer not to say,,Prefer not to say,,Prefer not to say,Prefer not to say,In a relationship,3 or more (please specify how many):,25,4,4,6,1,0,4,5,5,2,2,7,2,9,10,8,9,Non-binary,,Non-binary,Extremely apathetic(Bottom 1 out of 100 people),(Top 8 out of 100 people),(Top 18 out of 100 people),(Top 32 out of 100 people),(Top 18 out of 100 people),Extremely considerate(Top 1 out of 100 people),(Bottom 32 out of 100 people),(Top 8 out of 100 people),(Top 18 out of 100 people),(Bottom 8 out of 100 people),(Top 18 out of 100 people),(Top 8 out of 100 people),(Top 3 out of 100 people),(Top 3 out of 100 people),,,,"Imperdiet turpis! Porttitor dolor ut natoque purus potenti, amet. Montes porta. Interdum.",Extremely driven(Top 1 out of 100 people),(Bottom 18 out of 100 people),Extremely unintelligent(Bottom 1 out of 100 people),(Bottom 3 out of 100 people),(Bottom 8 out of 100 people),(Top 3 out of 100 people),(Bottom 18 out of 100 people),Extremely unattractive body(Bottom 1 out of 100 people),Average (Top 50 out of 100 people),Extremely poor earning potential(Bottom 1 out of 100 people),(Bottom 3 out of 100 people),(Bottom 18 out of 100 people),(Bottom 18 out of 100 people),(Bottom 8 out of 100 people),106,Non-binary,,Extremely apathetic(Bottom 1 out of 100 people),(Bottom 8 out of 100 people),(Bottom 3 out of 100 people),Extremely knowledgeable(Top 1 out of 100 people),(Bottom 18 out of 100 people),(Top 3 out of 100 people),Extremely attractive face(Top 1 out of 100 people),Average (Top 50 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Top 32 out of 100 people),(Top 3 out of 100 people),(Bottom 3 out of 100 people),(Top 32 out of 100 people),21,Female,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_54Gs6cJ5ahFwpuu,,,,,34.4373,-119.8341,test,,54,Female,Heterosexual,,Male,,"Native American or American Indian,White","Yes, I consider myself polyamorous.",Prefer not to say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_cMFpxXfuAnBiuR8,,,,,34.4373,-119.8341,test,,84,Female,Bisexual,,Male,,Prefer not to say,"Yes, I consider myself polyamorous.",Prefer not to say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_6XU48weZzV9pVuC,,,,,34.4373,-119.8341,test,,41,Male,Prefer not to say,,Non-binary,,"Asian or Pacific Islander,Hispanic or Latino,Middle Eastern or North African,Native American or American Indian,White","Yes, I consider myself polyamorous.",Single,,,,,6,3,10,5,2,1,10,6,7,2,8,3,3,4,An option not listed here,Luctus consectetuer. Ab tellus! Diam tempus non wisi morbi augue blandit bibendum urna.,Non-binary,Extremely driven(Top 1 out of 100 people),Extremely unambitious(Bottom 1 out of 100 people),(Top 32 out of 100 people),(Bottom 18 out of 100 people),Extremely selfish(Bottom 1 out of 100 people),(Bottom 18 out of 100 people),(Top 32 out of 100 people),(Top 8 out of 100 people),Extremely financially unstable(Bottom 1 out of 100 people),(Bottom 18 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),(Bottom 18 out of 100 people),(Bottom 32 out of 100 people),No,Neither agree nor disagree,Eros ut dui purus magna ut a cursus suspendisse? Primis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_0dHhQkHMGprEwwC,,,,,34.4373,-119.8341,test,,22,Male,Prefer not to say,,Non-binary,,Prefer not to say,"Yes, I consider myself polyamorous.",Engaged,1,,3,3,8,4,9,10,2,10,8,9,0,0,3,4,3,0,Female,,Female,Extremely apathetic(Bottom 1 out of 100 people),(Bottom 18 out of 100 people),Extremely unintelligent(Bottom 1 out of 100 people),(Top 18 out of 100 people),Extremely generous(Top 1 out of 100 people),(Top 18 out of 100 people),(Top 3 out of 100 people),(Bottom 8 out of 100 people),(Bottom 32 out of 100 people),(Top 32 out of 100 people),Average (Top 50 out of 100 people),(Bottom 8 out of 100 people),Extremely disrespected by others(Bottom 1 out of 100 people),(Top 3 out of 100 people),Yes,,,Elit! Risus? Vel! Porta facilisi dapibus convallis tempora non mattis at aliquam proin non.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Top 8 out of 100 people),(Top 8 out of 100 people),(Top 8 out of 100 people),(Top 3 out of 100 people),(Bottom 18 out of 100 people),Extremely inconsiderate(Bottom 1 out of 100 people),(Bottom 3 out of 100 people),(Top 3 out of 100 people),(Bottom 18 out of 100 people),(Top 3 out of 100 people),(Bottom 18 out of 100 people),(Top 3 out of 100 people),Average (Top 50 out of 100 people),(Bottom 8 out of 100 people),"Fringilla, donec quis facilisi placerat ac sapien ut magna rhoncus aliquet risus mattis. Platea.",Male,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_9yk2HXZalcntVVY,,,,,34.4373,-119.8341,test,,59,Male,Homosexual,,An option not listed here,"Justo bibendum? Vivamus imperdiet maecenas mi. Nulla mauris, posuere integer.",Prefer not to say,"No, I do not consider myself polyamorous.",Single,,,,,1,8,9,2,0,9,7,7,1,1,10,7,4,4,Male,,Female,(Top 8 out of 100 people),(Top 8 out of 100 people),(Bottom 3 out of 100 people),(Bottom 3 out of 100 people),Extremely generous(Top 1 out of 100 people),(Top 8 out of 100 people),Extremely unattractive face(Bottom 1 out of 100 people),Average (Top 50 out of 100 people),Average (Top 50 out of 100 people),(Bottom 32 out of 100 people),(Bottom 8 out of 100 people),(Top 32 out of 100 people),(Top 3 out of 100 people),(Top 8 out of 100 people),No,Somewhat disagree,Donec dapibus sem tellus nibh sapien nibh dapibus proin tempor diam.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,1,TRUE,11/17/22 13:34,R_0JwPmbPCdOI4SYS,,,,,34.4373,-119.8341,test,,58,Prefer not to say,Prefer not to say,,Male,,"Asian or Pacific Islander,Black or African American,White","No, I do not consider myself polyamorous.",In a relationship,2,,7,1,6,10,9,5,7,9,10,6,5,3,0,0,0,0,Non-binary,,Male,(Top 8 out of 100 people),(Top 8 out of 100 people),Average (Top 50 out of 100 people),(Top 3 out of 100 people),Extremely selfish(Bottom 1 out of 100 people),(Bottom 32 out of 100 people),Average (Top 50 out of 100 people),(Top 18 out of 100 people),(Top 3 out of 100 people),(Bottom 18 out of 100 people),Average (Top 50 out of 100 people),(Top 18 out of 100 people),(Top 8 out of 100 people),Extremely looked up to by others(Top 1 out of 100 people),,,,"Pharetra nec per? Augue quam aliquet maecenas ut pellentesque porta ab. A, ut sollicitudin dapibus.",(Bottom 3 out of 100 people),(Top 32 out of 100 people),Extremely unintelligent(Bottom 1 out of 100 people),(Top 18 out of 100 people),(Top 8 out of 100 people),(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),(Bottom 32 out of 100 people),(Bottom 3 out of 100 people),Extremely good earning potential(Top 1 out of 100 people),(Top 32 out of 100 people),(Top 18 out of 100 people),(Bottom 18 out of 100 people),Average (Top 50 out of 100 people),102,Female,,(Top 8 out of 100 people),(Top 18 out of 100 people),(Bottom 8 out of 100 people),(Bottom 3 out of 100 people),(Top 3 out of 100 people),(Bottom 18 out of 100 people),Average (Top 50 out of 100 people),(Bottom 18 out of 100 people),(Bottom 8 out of 100 people),(Top 32 out of 100 people),(Bottom 32 out of 100 people),Extremely strong sexual desire(Top 1 out of 100 people),Extremely disrespected by others(Bottom 1 out of 100 people),(Top 8 out of 100 people),43,Male,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_7NXbaE13tmNVKho,,,,,34.4373,-119.8341,test,,48,Intersex,Prefer not to say,,Prefer not to say,,Prefer not to say,"No, I do not consider myself polyamorous.",Married,2,,4,4,0,7,0,0,1,6,6,2,5,9,6,9,9,10,An option not listed here,"A curabitur, volutpat molestie. Magna pharetra consequat ante culpa id dolor.",An option not listed here,Extremely driven(Top 1 out of 100 people),(Top 18 out of 100 people),(Bottom 8 out of 100 people),(Bottom 18 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),(Bottom 32 out of 100 people),(Bottom 32 out of 100 people),(Top 8 out of 100 people),(Top 3 out of 100 people),(Bottom 18 out of 100 people),(Bottom 18 out of 100 people),,,,Purus auctor purus tempor amet porta faucibus odio magnis lacus faucibus montes.,Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Top 18 out of 100 people),Extremely ignorant(Bottom 1 out of 100 people),(Top 8 out of 100 people),(Bottom 3 out of 100 people),Extremely attractive face(Top 1 out of 100 people),Extremely unattractive body(Bottom 1 out of 100 people),(Bottom 32 out of 100 people),(Bottom 18 out of 100 people),(Bottom 32 out of 100 people),(Top 18 out of 100 people),(Top 18 out of 100 people),Extremely looked down upon by others(Bottom 1 out of 100 people),29,An option not listed here,Tempus tempor quam sollicitudin? Vulputate augue tempus accumsan? Ultrices? Dignissim. Justo. Nonummy.,Extremely apathetic(Bottom 1 out of 100 people),Extremely unambitious(Bottom 1 out of 100 people),(Top 32 out of 100 people),(Top 8 out of 100 people),(Bottom 18 out of 100 people),(Top 8 out of 100 people),(Top 32 out of 100 people),(Top 3 out of 100 people),(Bottom 18 out of 100 people),(Bottom 3 out of 100 people),(Top 18 out of 100 people),(Top 32 out of 100 people),(Bottom 3 out of 100 people),(Bottom 32 out of 100 people),31,An option not listed here,Praesent arcu fringilla vulputate. Est vestibulum nunc viverra volutpat eleifend.,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,1,TRUE,11/17/22 13:34,R_e3SRlyWSiDlElBY,,,,,34.4373,-119.8341,test,,62,Intersex,Prefer not to say,,Non-binary,,Prefer not to say,"No, I do not consider myself polyamorous.",In a relationship,3 or more (please specify how many):,84,4,2,10,6,9,5,9,8,4,8,3,0,5,1,1,1,Non-binary,,An option not listed here,(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),(Top 18 out of 100 people),(Bottom 3 out of 100 people),(Bottom 8 out of 100 people),(Top 32 out of 100 people),(Top 3 out of 100 people),(Bottom 18 out of 100 people),(Bottom 8 out of 100 people),(Bottom 18 out of 100 people),Extremely bad in bed(Bottom 1 out of 100 people),(Top 18 out of 100 people),(Top 8 out of 100 people),(Top 8 out of 100 people),,,,Orci suspendisse tempor accusamus posuere in tortor phasellus ultrices eleifend lacus justo molestie tempor at.,(Bottom 8 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),(Bottom 18 out of 100 people),(Top 8 out of 100 people),(Bottom 32 out of 100 people),(Top 8 out of 100 people),(Top 8 out of 100 people),(Bottom 8 out of 100 people),(Top 3 out of 100 people),Extremely disrespected by others(Bottom 1 out of 100 people),(Top 3 out of 100 people),101,Female,,(Top 8 out of 100 people),(Top 3 out of 100 people),(Bottom 8 out of 100 people),(Top 32 out of 100 people),Average (Top 50 out of 100 people),Extremely inconsiderate(Bottom 1 out of 100 people),Extremely unattractive face(Bottom 1 out of 100 people),(Top 3 out of 100 people),(Top 18 out of 100 people),(Top 32 out of 100 people),Average (Top 50 out of 100 people),(Top 3 out of 100 people),(Top 3 out of 100 people),(Bottom 8 out of 100 people),98,An option not listed here,Pretium odio quis. Porttitor in culpa! Amet. Bibendum dapibus augue praesent imperdiet. Arcu lacus.,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_8vLBsL5VCOQYWSq,,,,,34.4373,-119.8341,test,,109,Female,Homosexual,,An option not listed here,"Ultricies accusamus. Ridiculus integer porttitor mattis rutrum placerat rhoncus risus. Malesuada justo porttitor, tellus.","Asian or Pacific Islander,Hispanic or Latino,Native American or American Indian","No, I do not consider myself polyamorous.",Engaged,2,,4,3,10,9,6,1,10,2,7,9,8,6,1,0,0,1,An option not listed here,"Fermentum, dignissim augue, molestie wisi wisi maecenas pretium? Temporibus nonummy.",Female,(Bottom 8 out of 100 people),(Bottom 3 out of 100 people),(Top 3 out of 100 people),(Top 18 out of 100 people),(Bottom 32 out of 100 people),(Top 18 out of 100 people),(Top 32 out of 100 people),(Top 3 out of 100 people),Average (Top 50 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),Extremely strong sexual desire(Top 1 out of 100 people),(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),,,,Euismod risus accumsan sodales? Sem egestas aenean quis pretium dolor vitae! Accusamus.,(Top 3 out of 100 people),(Top 32 out of 100 people),(Top 32 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Bottom 32 out of 100 people),(Top 32 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Bottom 3 out of 100 people),(Bottom 18 out of 100 people),Average (Top 50 out of 100 people),(Top 8 out of 100 people),57,Male,,(Top 32 out of 100 people),Average (Top 50 out of 100 people),(Top 18 out of 100 people),(Top 32 out of 100 people),(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),(Top 3 out of 100 people),(Bottom 18 out of 100 people),(Top 32 out of 100 people),(Bottom 32 out of 100 people),(Bottom 18 out of 100 people),Average (Top 50 out of 100 people),Extremely respected by others(Top 1 out of 100 people),(Bottom 3 out of 100 people),12,Male,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,1,TRUE,11/17/22 13:34,R_a9qudhA8ltt9csm,,,,,34.4373,-119.8341,test,,22,Female,Heterosexual,,An option not listed here,Sollicitudin? Volutpat pede fermentum felis temporibus turpis sodales ante malesuada.,Prefer not to say,"Yes, I consider myself polyamorous.",Single,,,,,5,6,7,8,4,4,5,9,10,6,2,0,2,2,Female,,Non-binary,(Top 3 out of 100 people),Average (Top 50 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Bottom 8 out of 100 people),(Top 32 out of 100 people),(Top 8 out of 100 people),(Bottom 18 out of 100 people),(Bottom 32 out of 100 people),(Bottom 8 out of 100 people),(Top 3 out of 100 people),(Bottom 18 out of 100 people),(Top 8 out of 100 people),Average (Top 50 out of 100 people),Yes,,,Orci! Ipsum tempora. Dolor tortor? Posuere donec metus ut fermentum natoque culpa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_26lUSmH0UDaUe8e,,,,,34.4373,-119.8341,test,,25,Male,An option not listed here,"Suscipit, dictumst posuere vitae vulputate in morbi ridiculus enim, ultrices egestas integer euismod.",Male,,Prefer not to say,Prefer not to say,Single,,,,,6,8,0,8,7,10,8,2,3,4,1,7,2,4,An option not listed here,Quam culpa consequat integer scelerisque nec proin consectetuer posuere sit metus posuere nullam ab felis.,Male,Extremely driven(Top 1 out of 100 people),(Top 3 out of 100 people),(Bottom 18 out of 100 people),(Bottom 8 out of 100 people),(Top 32 out of 100 people),(Bottom 32 out of 100 people),(Bottom 8 out of 100 people),(Top 3 out of 100 people),Extremely financially unstable(Bottom 1 out of 100 people),Extremely good earning potential(Top 1 out of 100 people),(Top 8 out of 100 people),Extremely strong sexual desire(Top 1 out of 100 people),Average (Top 50 out of 100 people),(Top 8 out of 100 people),Yes,,,"Nec nunc proin ridiculus primis pellentesque pellentesque amet vestibulum sollicitudin tellus suspendisse ut convallis, euismod.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_8v78fdlaWmUm1Ui,,,,,34.4373,-119.8341,test,,69,Female,Homosexual,,Non-binary,,"Native American or American Indian,White","No, I do not consider myself polyamorous.",Engaged,Prefer not to say,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_8Gna7Iog0t4jGey,,,,,34.4373,-119.8341,test,,67,Prefer not to say,Heterosexual,,Female,,Prefer not to say,"Yes, I consider myself polyamorous.",Married,2,,5,6,8,7,10,2,9,9,10,3,7,4,1,0,0,0,Non-binary,,Female,Extremely apathetic(Bottom 1 out of 100 people),(Bottom 32 out of 100 people),Extremely intelligent(Top 1 out of 100 people),Average (Top 50 out of 100 people),(Bottom 8 out of 100 people),Extremely considerate(Top 1 out of 100 people),(Top 3 out of 100 people),(Top 3 out of 100 people),(Top 8 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),Extremely weak sexual desire(Bottom 1 out of 100 people),(Top 18 out of 100 people),(Top 32 out of 100 people),,,,Cras auctor iaculis commodo neque ac? Urna. Accusamus posuere? Fermentum aliquet. Curabitur.,(Top 3 out of 100 people),(Bottom 3 out of 100 people),(Top 32 out of 100 people),Average (Top 50 out of 100 people),(Top 3 out of 100 people),Average (Top 50 out of 100 people),Extremely unattractive face(Bottom 1 out of 100 people),(Bottom 18 out of 100 people),(Bottom 8 out of 100 people),Extremely good earning potential(Top 1 out of 100 people),Extremely bad in bed(Bottom 1 out of 100 people),Extremely weak sexual desire(Bottom 1 out of 100 people),Average (Top 50 out of 100 people),(Top 8 out of 100 people),19,Male,,Extremely apathetic(Bottom 1 out of 100 people),(Bottom 8 out of 100 people),(Top 3 out of 100 people),(Top 8 out of 100 people),Extremely selfish(Bottom 1 out of 100 people),(Top 32 out of 100 people),Extremely attractive face(Top 1 out of 100 people),Extremely unattractive body(Bottom 1 out of 100 people),Extremely financially stable(Top 1 out of 100 people),(Bottom 3 out of 100 people),(Top 3 out of 100 people),(Bottom 18 out of 100 people),Extremely disrespected by others(Bottom 1 out of 100 people),(Bottom 3 out of 100 people),31,Non-binary,,,,,,,,,,,,,,,,,,
